reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
27,73,193,25,25,0,l,0.3157538000086788,None,0,25,25,44,33.6739038000087,,33.66573860000062,33.6739038000087,34.67308839999896,34.67308839999896,34.67308839999896,34.99074000000837,l,0.3157538000086788,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
20,103,100,26,26,0,l,0.2099789000058081,None,0,26,26,87,35.006219900009455,,34.99544870000682,35.006219900009455,36.0054092000064,36.0054092000064,36.02190550000523,36.2231912999996,l,0.2099789000058081,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
71,139,125,27,27,0,l,0.161609499991755,None,0,27,27,49,36.23820710000291,,36.227527299997746,36.23820710000291,37.237899200001266,37.237899200001266,37.237899200001266,37.40552440000465,l,0.161609499991755,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
37,102,159,28,28,0,l,None,None,0,28,28,60,37.42061310001009,,37.41126000000804,37.42061310001009,38.41978330000711,38.41978330000711,38.41978330000711,38.488386900004116,l,None,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
12,91,60,29,29,0,l,0.10579469999356661,None,0,29,29,37,38.50292630000331,,38.49528940000164,38.50292630000331,39.50233210000442,39.50233210000442,39.50233210000442,39.620320900008664,l,0.10579469999356661,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
59,143,76,30,30,0,l,0.6089890000002924,None,0,30,30,10,39.63531690000673,,39.62600970000494,39.63531690000673,40.634716400003526,40.634716400003526,40.634716400003526,41.25223250000272,l,0.6089890000002924,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
34,100,152,31,31,0,l,0.8421934000070905,None,0,31,31,57,41.26706650000415,,41.260198700008914,41.26706650000415,42.26649439999892,42.26649439999892,42.26649439999892,43.116928400006145,l,0.8421934000070905,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
46,112,116,32,32,0,l,0.355615200009197,None,0,32,32,64,43.13242900000478,,43.12340570001106,43.13242900000478,44.13169999999809,44.13169999999809,44.148253300008946,44.49947989999782,l,0.355615200009197,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
57,129,146,33,33,0,l,0.8840177999954903,None,0,33,33,55,44.51437380000425,,44.505778200007626,44.51437380000425,45.51363610000408,45.51363610000408,45.51363610000408,46.41392079999787,l,0.8840177999954903,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
35,81,15,34,34,0,l,0.2748016999976244,None,0,34,34,8,46.4293888000102,,46.418863800005056,46.4293888000102,47.4287089999998,47.4287089999998,47.4287089999998,47.71333550001145,l,0.2748016999976244,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
48,136,171,35,35,0,l,0.2959539000003133,None,0,35,35,32,47.72839190000377,,47.71920440001122,47.72839190000377,48.727661299999454,48.727661299999454,48.727661299999454,49.02837729999737,l,0.2959539000003133,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
40,55,155,36,36,0,l,0.38190510000276845,None,0,36,36,3,49.04377610000665,,49.03305240000191,49.04377610000665,50.043131500002346,50.043131500002346,50.043131500002346,50.427573100008885,l,0.38190510000276845,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
11,80,38,37,37,0,l,0.017803599999751896,None,0,37,37,90,50.442774299997836,,50.43353650000063,50.442774299997836,51.441820200008806,51.441820200008806,51.441820200008806,51.47710560000269,l,0.017803599999751896,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
25,93,180,38,38,0,l,0.3754371999966679,None,0,38,38,30,51.49179330001061,,51.48385710000002,51.49179330001061,52.49090800000704,52.49090800000704,52.49090800000704,52.87488930000109,l,0.3754371999966679,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
70,134,6,39,39,0,l,0.20124310000392143,None,0,39,39,58,52.89038110000547,,52.88109570000961,52.89038110000547,53.88968059999752,53.88968059999752,53.88968059999752,54.107692100005806,l,0.20124310000392143,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
76,184,9,40,40,0,t,0.11908760000369512,None,0,40,40,38,54.12265920000209,,54.11513740000373,54.12265920000209,55.12195749999955,55.12195749999955,55.12195749999955,55.256864800001495,t,0.11908760000369512,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
54,176,141,41,41,0,t,0.07384070000262,None,0,41,41,96,55.27189580000413,,55.26290610000433,55.27189580000413,56.27098690001003,56.27098690001003,56.28768700000364,56.35541899999953,t,0.07384070000262,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
15,98,80,42,42,0,t,0.009627200008253567,None,0,42,42,56,56.37070020000101,,56.36014889999933,56.37070020000101,57.369860799997696,57.369860799997696,57.369860799997696,57.388063600010355,t,0.009627200008253567,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
58,119,176,43,43,0,t,1.0068671999906655,None,0,43,43,89,57.4033630000049,,57.39326160000928,57.4033630000049,58.40227720000257,58.40227720000257,58.41915660000814,59.419568600002094,t,1.0068671999906655,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
18,99,124,44,44,0,t,0.9177393999998458,None,0,44,44,68,59.434818699999596,,59.42510050001147,59.434818699999596,60.43415400000231,60.43415400000231,60.45052230000147,61.36781779999728,t,0.9177393999998458,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
40,114,146,45,45,0,t,0.8106909000052838,None,0,45,45,84,61.38301200000569,,61.372866300007445,61.38301200000569,62.38226399999985,62.38226399999985,62.38226399999985,63.19939730000624,t,0.8106909000052838,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
50,92,12,46,46,0,t,0.06345000000146683,None,0,46,46,62,63.214782600000035,,63.20417440000165,63.214782600000035,64.21405510000477,64.21405510000477,64.21405510000477,64.28190170000016,t,0.06345000000146683,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
15,84,32,47,47,0,t,0.3374081999936607,None,0,47,47,81,64.29734780000581,,64.28662330000952,64.29734780000581,65.2963785000029,65.2963785000029,65.2963785000029,65.6476862999989,t,0.3374081999936607,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
48,97,5,48,48,0,t,0.05951160000404343,None,0,48,48,11,65.6627087000088,,65.65280900000653,65.6627087000088,66.66193339999882,66.66193339999882,66.66193339999882,66.73004219999711,t,0.05951160000404343,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
33,69,49,49,49,0,t,0.09105639999324922,None,0,49,49,46,66.74505060000229,,66.73548180000216,66.74505060000229,67.74430370000482,67.74430370000482,67.74430370000482,67.84590910001134,t,0.09105639999324922,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
36,89,73,50,50,0,t,0.21065069999895059,None,0,50,50,53,67.86086590000195,,67.85343170000124,67.86086590000195,68.85996909999812,68.85996909999812,68.85996909999812,69.07826799999748,t,0.21065069999895059,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
31,96,137,51,51,0,t,None,None,0,51,51,71,69.09304130000237,,69.0842660000053,69.09304130000237,70.09228270000312,70.09228270000312,70.09228270000312,70.24349170000642,t,None,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
29,121,200,52,52,0,t,0.05251249999855645,None,0,52,52,91,70.25872250000248,,70.2499097000109,70.25872250000248,71.25793700000213,71.25793700000213,71.25793700000213,71.32588340000075,t,0.05251249999855645,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
19,95,87,53,53,0,t,0.37120160000631586,None,0,53,53,94,71.34122699999716,,71.33144170000742,71.34122699999716,72.34034470000188,72.34034470000188,72.34034470000188,72.72550140001113,t,0.37120160000631586,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
51,106,2,54,54,0,t,0.4407145000004675,None,0,54,54,16,72.7402318000095,,72.73527930000273,72.7402318000095,73.73902310000267,73.73902310000267,73.75586160000239,74.19054090000282,t,0.4407145000004675,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
57,75,128,55,55,0,t,0.9081205999973463,None,0,55,55,74,74.20528130000457,,74.19836629999918,74.20528130000457,75.20447240000067,75.20447240000067,75.20447240000067,76.12174919999961,t,0.9081205999973463,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
47,124,133,56,56,0,t,0.03028380000614561,None,0,56,56,99,76.13669670000672,,76.1311260000075,76.13669670000672,77.13647610000044,77.13647610000044,77.13647610000044,77.17171360000793,t,0.03028380000614561,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
27,90,193,57,57,0,t,0.9883781000098679,None,0,57,57,83,77.18596850000904,,77.1810611999972,77.18596850000904,78.18516819999786,78.18516819999786,78.18516819999786,79.1857439000014,t,0.9883781000098679,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
39,66,108,58,58,0,t,0.04467439999280032,None,0,58,58,25,79.20080510000116,,79.19171990000177,79.20080510000116,80.20022590000008,80.20022590000008,80.20022590000008,80.25141880000592,t,0.04467439999280032,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
24,65,154,59,59,0,t,0.7531742999999551,None,0,59,59,54,80.26674459999776,,80.25647449999815,80.26674459999776,81.26591470000858,81.26591470000858,81.26591470000858,82.03320859999803,t,0.7531742999999551,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
11,30,137,60,60,0,t,0.6673034999985248,None,0,60,60,0,82.04836220000288,,82.03764110000338,82.04836220000288,83.04778550000628,83.04778550000628,83.04778550000628,83.73167190000822,t,0.6673034999985248,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
9,67,63,61,61,0,t,0.9196118999971077,None,0,61,61,92,83.74696390000463,,83.73699520000082,83.74696390000463,84.74623240000801,84.74623240000801,84.74623240000801,85.67999660001078,t,0.9196118999971077,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
33,69,24,62,62,0,t,0.18852569999580737,None,0,62,62,33,85.69513680000091,,85.6886336000025,85.69513680000091,86.69462710000516,86.69462710000516,86.69462710000516,86.89597540000977,t,0.18852569999580737,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
10,43,25,63,63,0,t,8.390237200001138,None,0,63,63,24,86.91087829999742,,86.90193680000084,86.91087829999742,87.91006520000519,87.91006520000519,87.91006520000519,96.30391180000152,t,8.390237200001138,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
27,50,7,64,64,0,l,0.33157829999981914,None,0,64,64,2,96.319522100006,,96.3116805000027,96.319522100006,97.3185083999997,97.3185083999997,97.33536500000628,97.6530000000057,l,0.33157829999981914,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
13,77,72,65,65,0,t,0.2601732000039192,None,0,65,65,65,97.66808420000598,,97.65781289999723,97.66808420000598,98.66741950000869,98.66741950000869,98.66741950000869,98.93494320000173,t,0.2601732000039192,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
62,145,173,66,66,0,l,0.020143699992331676,None,0,66,66,29,98.95052450000367,,98.93972059999942,98.95052450000367,99.94952999999805,99.94952999999805,99.94952999999805,99.98397080000723,l,0.020143699992331676,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
67,177,64,67,67,0,l,0.28177689999574795,None,0,67,67,52,99.99965910000901,,99.98850380000658,99.99965910000901,100.99881760000426,100.99881760000426,100.99881760000426,101.28340810000373,l,0.28177689999574795,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
47,137,14,68,68,0,l,None,None,0,68,68,26,101.29847190000874,,101.28967820000253,101.29847190000874,102.29767610000272,102.29767610000272,102.29767610000272,102.38248010000098,l,None,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
49,60,190,69,69,0,l,0.2700157999934163,None,0,69,69,4,102.39740240000538,,102.39003229999798,102.39740240000538,103.39658719999716,103.39658719999716,103.39658719999716,103.68116200000804,l,0.2700157999934163,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
11,48,26,70,70,0,l,0.17328469999483787,None,0,70,70,70,103.69627729999775,,103.68875709999702,103.69627729999775,104.69546410000476,104.69546410000476,104.69546410000476,104.88044980000996,l,0.17328469999483787,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
15,35,68,71,71,0,l,0.23876100000052247,None,0,71,71,1,104.89519150000706,,104.88846480000939,104.89519150000706,105.89439260000654,105.89439260000654,105.89439260000654,106.14562500000466,l,0.23876100000052247,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
78,80,34,72,72,0,l,0.33034369999950286,None,0,72,72,6,106.16079190000892,,106.1512831,106.16079190000892,107.16002000001026,107.16002000001026,107.16002000001026,107.49453390001145,l,0.33034369999950286,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
16,63,200,73,73,0,t,0.22742470000230242,None,0,73,73,45,107.50962979999895,,107.49946620000992,107.50962979999895,108.50874950000434,108.50874950000434,108.50874950000434,108.74328180000884,t,0.22742470000230242,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
26,91,36,74,74,0,t,0.21159529998840299,None,0,74,74,75,108.75864630000433,,108.74910010000167,108.75864630000433,109.75766110001132,109.75766110001132,109.75766110001132,109.97578420001082,t,0.21159529998840299,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
68,187,8,75,75,0,l,0.2410426999995252,None,0,75,75,80,109.99074610001117,,109.98140600000625,109.99074610001117,110.98993760001031,110.98993760001031,110.98993760001031,111.24110430000292,l,0.2410426999995252,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
42,106,48,76,76,0,l,0.7583408999926178,None,0,76,76,39,111.25633299999754,,111.24613780000072,111.25633299999754,112.25547930000175,112.25547930000175,112.25547930000175,113.02275230000669,l,0.7583408999926178,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
64,131,45,77,77,0,l,0.04017730000487063,None,0,77,77,35,113.0381572000042,,113.02738769999996,113.0381572000042,114.0374204999971,114.0374204999971,114.0374204999971,114.08884920000855,l,0.04017730000487063,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
88,135,197,78,78,0,l,0.42912539999815635,None,0,78,78,73,114.10378400000627,,114.09469790000003,114.10378400000627,115.10311660000298,115.10311660000298,115.10311660000298,115.53755829999864,l,0.42912539999815635,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
25,131,151,79,79,0,t,0.3016072000027634,None,0,79,79,98,115.5525220999989,,115.5440188000066,115.5525220999989,116.55179440000211,116.55179440000211,116.55179440000211,116.86963470000774,t,0.3016072000027634,None,0003,001,2025-11-06_22h54.22.307,Delay Discounting Main,2024.2.4,60.209408320308775,2025-11-06 22h54.36.055519 +0530,
