pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,sequential.thisRepN,sequential.thisTrialN,sequential.thisN,sequential.thisIndex,fullRandom.thisRepN,fullRandom.thisTrialN,fullRandom.thisN,fullRandom.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,sequential.key_resp.keys,sequential.key_resp.corr,sequential.key_resp.rt,sequential.key_resp.duration,fullRandom.key_resp.keys,fullRandom.key_resp.corr,fullRandom.key_resp.rt,fullRandom.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.5350727000040933,None,2,2,10,2,,,,,27.1502860999899,,27.135506800026633,27.1502860999899,28.14975440001581,28.14975440001581,28.14975440001581,28.14975440001581,28.14975440001581,29.148982499958947,29.148982499958947,29.699409099994227,c,1,0.5350727000040933,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,11,3,2,z,1,0.43941600003745407,None,2,3,11,3,,,,,29.714876599959098,,29.699796800035983,29.714876599959098,30.7140148000326,30.7140148000326,30.7140148000326,30.7140148000326,30.7140148000326,31.713186800014228,31.713186800014228,32.16416869999375,z,1,0.43941600003745407,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,12,0,3,x,1,0.5317409000126645,None,3,0,12,0,,,,,32.17945200006943,,32.16454939998221,32.17945200006943,33.17853609996382,33.17853609996382,33.17853609996382,33.17853609996382,33.17853609996382,34.17763879999984,34.17763879999984,34.71194040006958,x,1,0.5317409000126645,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,13,1,3,v,1,0.3587802000110969,None,3,1,13,1,,,,,34.72731390001718,,34.71235779998824,34.72731390001718,35.72652080003172,35.72652080003172,35.72652080003172,35.72652080003172,35.72652080003172,36.72548869997263,36.72548869997263,37.09297100000549,v,1,0.3587802000110969,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,14,2,3,v,0,0.36244599998462945,None,3,2,14,2,,,,,37.10837040003389,,37.093357100035064,37.10837040003389,38.10760840005241,38.10760840005241,38.10760840005241,38.10760840005241,38.10760840005241,39.106907200068235,39.106907200068235,39.475095900008455,v,0,0.36244599998462945,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,15,3,3,z,1,0.4350908000487834,None,3,3,15,3,,,,,39.48979000002146,,39.47575830004644,39.48979000002146,40.48880190006457,40.48880190006457,40.48880190006457,40.48880190006457,40.48880190006457,41.48793639999349,41.48793639999349,41.93925010005478,z,1,0.4350908000487834,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,16,0,4,x,1,0.5172134999884292,None,4,0,16,0,,,,,41.954444500035606,,41.93971329997294,41.954444500035606,42.95342979999259,42.95342979999259,42.95342979999259,42.95342979999259,42.95342979999259,43.9526562000392,43.9526562000392,44.48711370001547,x,1,0.5172134999884292,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,17,1,4,v,1,0.4514698999701068,None,4,1,17,1,,,,,44.50203059997875,,44.487662600004114,44.50203059997875,45.50129399995785,45.50129399995785,45.50129399995785,45.50129399995785,45.50129399995785,46.500242099980824,46.500242099980824,46.96797040000092,v,1,0.4514698999701068,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,18,2,4,c,1,0.4874728999566287,None,4,2,18,2,,,,,46.983292300021276,,46.96838940004818,46.983292300021276,47.98232710000593,47.98232710000593,47.98232710000593,47.98232710000593,47.98232710000593,48.98163379996549,48.98163379996549,49.482786700013094,c,1,0.4874728999566287,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,19,3,4,z,1,0.4225002999883145,None,4,3,19,3,,,,,49.49760700005572,,49.48327850003261,49.49760700005572,50.496698800008744,50.496698800008744,50.496698800008744,50.496698800008744,50.496698800008744,51.4959393000463,51.4959393000463,51.9306007999694,z,1,0.4225002999883145,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,20,0,5,x,1,0.5068060000194237,None,5,0,20,0,,,,,51.94554980006069,,51.931358300033025,51.94554980006069,52.94479550002143,52.94479550002143,52.94479550002143,52.94479550002143,52.94479550002143,53.94373649999034,53.94373649999034,54.4611740000546,x,1,0.5068060000194237,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,21,1,5,v,1,0.7120946999639273,None,5,1,21,1,,,,,54.476604599971324,,54.46155909996014,54.476604599971324,55.47574020002503,55.47574020002503,55.47574020002503,55.47574020002503,55.47574020002503,56.47490779997315,56.47490779997315,57.19240170007106,v,1,0.7120946999639273,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,22,2,5,c,1,0.4319233999121934,None,5,2,22,2,,,,,57.20749489997979,,57.192828400060534,57.20749489997979,58.20680689997971,58.20680689997971,58.20680689997971,58.20680689997971,58.20680689997971,59.20587840001099,59.20587840001099,59.64012180001009,c,1,0.4319233999121934,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,23,3,5,z,1,0.38910030003171414,None,5,3,23,3,,,,,59.655567300040275,,59.6405536000384,59.655567300040275,60.65454680006951,60.65454680006951,60.65454680006951,60.65454680006951,60.65454680006951,61.65367889998015,61.65367889998015,62.05487049999647,z,1,0.38910030003171414,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,24,0,6,x,1,0.3795813999604434,None,6,0,24,0,,,,,62.069969800068066,,62.05535130004864,62.069969800068066,63.06910369999241,63.06910369999241,63.06910369999241,63.06910369999241,63.06910369999241,64.06831310002599,64.06831310002599,64.45291350001935,x,1,0.3795813999604434,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,25,1,6,v,1,0.32310949999373406,None,6,1,25,1,,,,,64.46790579997469,,64.45340920006856,64.46790579997469,65.46699970006011,65.46699970006011,65.46699970006011,65.46699970006011,65.46699970006011,66.4662268999964,66.4662268999964,66.80010800005402,v,1,0.32310949999373406,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,26,2,6,c,1,0.5662087999517098,None,6,2,26,2,,,,,66.81568880006671,,66.80056060000788,66.81568880006671,67.81483489996754,67.81483489996754,67.81483489996754,67.81483489996754,67.81483489996754,68.81436089996714,68.81436089996714,69.38188590004575,c,1,0.5662087999517098,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,27,3,6,z,1,0.7182116000913084,None,6,3,27,3,,,,,69.39687249995768,,69.38225180003792,69.39687249995768,70.39618210005574,70.39618210005574,70.39618210005574,70.39618210005574,70.39618210005574,71.39530690002721,71.39530690002721,72.12931550003123,z,1,0.7182116000913084,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,28,0,7,x,1,0.4346223999746144,None,7,0,28,0,,,,,72.14461369998753,,72.12980750005227,72.14461369998753,73.14370610006154,73.14370610006154,73.14370610006154,73.14370610006154,73.14370610006154,74.1431983000366,74.1431983000366,74.59451890003402,x,1,0.4346223999746144,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,29,1,7,v,1,0.329176599974744,None,7,1,29,1,,,,,74.60913520003669,,74.5951861999929,74.60913520003669,75.60832830006257,75.60832830006257,75.60832830006257,75.60832830006257,75.60832830006257,76.60721190006007,76.60721190006007,76.9420148000354,v,1,0.329176599974744,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,30,2,7,c,1,0.31034780002664775,None,7,2,30,2,,,,,76.95705900003668,,76.94250660005491,76.95705900003668,77.95621540001594,77.95621540001594,77.95621540001594,77.95621540001594,77.95621540001594,78.9553083999781,78.9553083999781,79.27330630004872,c,1,0.31034780002664775,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,31,3,7,z,1,0.2939100000075996,None,7,3,31,3,,,,,79.28850540006533,,79.2738256000448,79.28850540006533,80.28772010002285,80.28772010002285,80.28772010002285,80.28772010002285,80.28772010002285,81.28667449997738,81.28667449997738,81.5882702000672,z,1,0.2939100000075996,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,32,0,8,x,1,0.4177622999995947,None,8,0,32,0,,,,,81.60288859996945,,81.58882289996836,81.60288859996945,82.60209179995582,82.60209179995582,82.60209179995582,82.60209179995582,82.60209179995582,83.60128820000682,83.60128820000682,84.03572559996974,x,1,0.4177622999995947,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,33,1,8,v,1,0.3276135000633076,None,8,1,33,1,,,,,84.05084509996232,,84.0362111000577,84.05084509996232,85.05012679996435,85.05012679996435,85.05012679996435,85.05012679996435,85.05012679996435,86.04936329997145,86.04936329997145,86.38355779997073,v,1,0.3276135000633076,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,34,2,8,c,1,0.3633323999820277,None,8,2,34,2,,,,,86.39893789996859,,86.38404480007011,86.39893789996859,87.3977158999769,87.3977158999769,87.3977158999769,87.3977158999769,87.41437680006493,88.3970339000225,88.3970339000225,88.76495680003427,c,1,0.3633323999820277,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,35,3,8,z,1,0.3288600000087172,None,8,3,35,3,,,,,88.78014330007136,,88.76546510006301,88.78014330007136,89.77904890000354,89.77904890000354,89.77904890000354,89.77904890000354,89.77904890000354,90.77837329998147,90.77837329998147,91.11293030006345,z,1,0.3288600000087172,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,36,0,9,x,1,0.603808999992907,None,9,0,36,0,,,,,91.12820789997932,,91.11346630007029,91.12820789997932,92.12719540006947,92.12719540006947,92.12719540006947,92.12719540006947,92.14389509998728,93.12634039996192,93.12634039996192,93.74360960000195,x,1,0.603808999992907,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,37,1,9,v,1,0.3514807000756264,None,9,1,37,1,,,,,93.75921519997064,,93.7439863999607,93.75921519997064,94.75821180001367,94.75821180001367,94.75821180001367,94.75821180001367,94.75821180001367,95.75740780006163,95.75740780006163,96.1251973999897,v,1,0.3514807000756264,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,38,2,9,c,1,0.29915909992996603,None,9,2,38,2,,,,,96.14038940006867,,96.12563410005532,96.14038940006867,97.13924539997242,97.13924539997242,97.13924539997242,97.13924539997242,97.13924539997242,98.1385600999929,98.1385600999929,98.43974459997844,c,1,0.29915909992996603,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,39,3,9,z,1,0.3420228000031784,None,9,3,39,3,,,,,98.45489709998947,,98.4402936999686,98.45489709998947,99.45411739998963,99.45411739998963,99.45411739998963,99.45411739998963,99.45411739998963,100.45320580003317,100.45320580003317,100.80452310002875,z,1,0.3420228000031784,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,40,0,10,x,1,0.3611030000029132,None,10,0,40,0,,,,,100.81947930005845,,100.80489080003463,100.81947930005845,101.818698600051,101.818698600051,101.818698600051,101.818698600051,101.818698600051,102.81779170001391,102.81779170001391,103.18594760005362,x,1,0.3611030000029132,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,41,1,10,v,1,0.4154490000801161,None,10,1,41,1,,,,,103.20077460003085,,103.18641860003117,103.20077460003085,104.20009679999202,104.20009679999202,104.20009679999202,104.20009679999202,104.20009679999202,105.19918910006527,105.19918910006527,105.6165063000517,v,1,0.4154490000801161,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,42,2,10,c,1,0.34394319995772094,None,10,2,42,2,,,,,105.63207190006506,,105.61689900001511,105.63207190006506,106.63114569999743,106.63114569999743,106.63114569999743,106.63114569999743,106.63114569999743,107.63045659998897,107.63045659998897,107.9817334000254,c,1,0.34394319995772094,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,43,3,10,z,1,0.24309000000357628,None,10,3,43,3,,,,,107.99659100000281,,107.98232319997624,107.99659100000281,108.99578410002869,108.99578410002869,108.99578410002869,108.99578410002869,108.99578410002869,109.99488080001902,109.99488080001902,110.24623679998331,z,1,0.24309000000357628,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,44,0,11,x,1,0.3410826000617817,None,11,0,44,0,,,,,110.26130410004407,,110.2467217000667,110.26130410004407,111.26034959999379,111.26034959999379,111.26034959999379,111.26034959999379,111.26034959999379,112.25965769996401,112.25965769996401,112.6108275000006,x,1,0.3410826000617817,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,45,1,11,v,1,0.38810410001315176,None,11,1,45,1,,,,,112.62604770006146,,112.61131629999727,112.62604770006146,113.62496210006066,113.62496210006066,113.62496210006066,113.62496210006066,113.64174019999336,114.62415709998459,114.62415709998459,115.02478229999542,v,1,0.38810410001315176,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,46,2,11,c,1,0.33455879997927696,None,11,2,46,2,,,,,115.04042570001911,,115.02516179997474,115.04042570001911,116.03956720000133,116.03956720000133,116.03956720000133,116.03956720000133,116.03956720000133,117.03855479997583,117.03855479997583,117.3894901999738,c,1,0.33455879997927696,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,47,3,11,z,1,0.4107986999442801,None,11,3,47,3,,,,,117.40523490007035,,117.3898725999752,117.40523490007035,118.40416859998368,118.40416859998368,118.40416859998368,118.40416859998368,118.42106970003806,119.40340049995575,119.40340049995575,119.82099909998942,z,1,0.4107986999442801,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,48,0,12,z,0,0.3446714000310749,None,12,0,48,0,,,,,119.8363343999954,,119.82141710002907,119.8363343999954,120.83537190000061,120.83537190000061,120.83537190000061,120.83537190000061,120.83537190000061,121.83470949996263,121.83470949996263,122.18614230002277,z,0,0.3446714000310749,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,49,1,12,v,1,0.3605713000288233,None,12,1,49,1,,,,,122.20083370001521,,122.18668909999542,122.20083370001521,123.20040700002573,123.20040700002573,123.20040700002573,123.20040700002573,123.20040700002573,124.19929180003237,124.19929180003237,124.56663799996022,v,1,0.3605713000288233,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,50,2,12,c,1,0.27923649991862476,None,12,2,50,2,,,,,124.58236280002166,,124.56702910002787,124.58236280002166,125.58134420006536,125.58134420006536,125.58134420006536,125.58134420006536,125.59820490004495,126.58037430001423,126.58037430001423,126.8646419000579,c,1,0.27923649991862476,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,51,3,12,z,1,0.2878267999039963,None,12,3,51,3,,,,,126.88003670005128,,126.86504120007157,126.88003670005128,127.87924859998748,127.87924859998748,127.87924859998748,127.87924859998748,127.87924859998748,128.87818500003777,128.87818500003777,129.18161359999795,z,1,0.2878267999039963,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,52,0,13,x,1,0.3244023999432102,None,13,0,52,0,,,,,129.19456440000795,,129.18222710001282,129.19456440000795,130.19383200001903,130.19383200001903,130.19383200001903,130.19383200001903,130.19383200001903,131.19304929999635,131.19304929999635,131.52750219998416,x,1,0.3244023999432102,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,53,1,13,v,1,0.36529230000451207,None,13,1,53,1,,,,,131.54264550004154,,131.5279271999607,131.54264550004154,132.54197390004992,132.54197390004992,132.54197390004992,132.54197390004992,132.54197390004992,133.54109950002749,133.54109950002749,133.9097824000055,v,1,0.36529230000451207,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,54,2,13,c,1,0.24235980003140867,None,13,2,54,2,,,,,133.92405699996743,,133.91051359998528,133.92405699996743,134.92321789998095,134.92321789998095,134.92321789998095,134.92321789998095,134.92321789998095,135.92223939998075,135.92223939998075,136.17333460005466,c,1,0.24235980003140867,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,55,3,13,z,1,0.34259429993107915,None,13,3,55,3,,,,,136.18863160000183,,136.1737306000432,136.18863160000183,137.187820799998,137.187820799998,137.187820799998,137.187820799998,137.187820799998,138.18682269996498,138.18682269996498,138.53818150004372,z,1,0.34259429993107915,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,56,0,14,x,1,0.30433670000638813,None,14,0,56,0,,,,,138.55324080004357,,138.5386506000068,138.55324080004357,139.5523970000213,139.5523970000213,139.5523970000213,139.5523970000213,139.5523970000213,140.5516027000267,140.5516027000267,140.86933769995812,x,1,0.30433670000638813,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,57,1,14,v,1,0.30918449989985675,None,14,1,57,1,,,,,140.88472209998872,,140.86978549999185,140.88472209998872,141.88383479998447,141.88383479998447,141.88383479998447,141.88383479998447,141.9003476999933,142.88277799997013,142.88277799997013,143.2007432000246,v,1,0.30918449989985675,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
50,c,58,2,14,c,1,0.28761899995151907,None,14,2,58,2,,,,,143.21598099998664,,143.2012842000695,143.21598099998664,144.21507489995565,144.21507489995565,144.21507489995565,144.21507489995565,144.23146969999652,145.2142664999701,145.2142664999701,145.51577699999325,c,1,0.28761899995151907,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-150,z,59,3,14,z,1,0.3150151000590995,None,14,3,59,3,,,,,145.53055460006,,145.51634370000102,145.53055460006,146.52969049999956,146.52969049999956,146.52969049999956,146.52969049999956,146.52969049999956,147.52883239998482,147.52883239998482,147.84661550004967,z,1,0.3150151000590995,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
-50,x,60,0,15,x,1,0.3917467000428587,None,15,0,60,0,,,,,147.8618651999859,,147.84703569998965,147.8618651999859,148.860993099981,148.860993099981,148.860993099981,148.860993099981,148.860993099981,149.86031090002507,149.86031090002507,150.2611585999839,x,1,0.3917467000428587,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
150,v,61,1,15,v,1,0.3444927000673488,None,15,1,61,1,,,,,150.2764237000374,,150.26153929997236,150.2764237000374,151.27562309999485,151.27562309999485,151.27562309999485,151.27562309999485,151.29220979998354,152.27469430002384,152.27469430002384,152.62606010003947,v,1,0.3444927000673488,None,,,,,0005,001,2025-10-02_17h42.41.890,Motor Seq Learning main code,2024.2.4,60.04906010614286,2025-10-02 17h43.41.217254 +0530,
