word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text_2.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,text.stopped,Thanks.started,text_3.started,text_3.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
BLUE,red,I,r,105,1,26,r,1,0.4174677999690175,None,26,1,105,2,141.82496140012518,,,,,,,,,141.81448769988492,141.82496140012518,142.32453669980168,142.32453669980168,142.32453669980168,142.7587170000188,r,1,0.4174677999690175,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
RED,blue,I,b,106,2,26,b,1,0.48913060035556555,None,26,2,106,1,142.77419110015035,,,,,,,,,142.7642688001506,142.77419110015035,143.27385760005563,143.27385760005563,143.27385760005563,143.77448910009116,b,1,0.48913060035556555,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
BLUE,blue,C,b,107,3,26,b,1,0.4486787999048829,None,26,3,107,3,143.79000659985468,,,,,,,,,143.77940140012652,143.79000659985468,144.2896497999318,144.2896497999318,144.2896497999318,144.74091129982844,b,1,0.4486787999048829,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
RED,red,C,r,108,0,27,r,1,1.3335996000096202,None,27,0,108,0,144.75601200014353,,,,,,,,,144.74654670013115,144.75601200014353,145.25532709993422,145.25532709993422,145.25532709993422,146.60571420006454,r,1,1.3335996000096202,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
RED,blue,I,b,109,1,27,b,1,0.5176427997648716,None,27,1,109,1,146.62080769985914,,,,,,,,,146.60677880002186,146.62080769985914,147.1203653998673,147.1203653998673,147.1203653998673,147.65460269991308,b,1,0.5176427997648716,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
BLUE,red,I,r,110,2,27,r,1,0.4816541997715831,None,27,2,110,2,147.6698819999583,,,,,,,,,147.65979869989678,147.6698819999583,148.16950140008703,148.16950140008703,148.16950140008703,148.653787500225,r,1,0.4816541997715831,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
BLUE,blue,C,b,111,3,27,b,1,0.4251711000688374,None,27,3,111,3,148.66909949993715,,,,,,,,,148.65468249982223,148.66909949993715,149.16869660001248,149.16869660001248,149.16869660001248,149.60294720018283,b,1,0.4251711000688374,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
BLUE,red,I,r,112,0,28,r,1,0.3954361998476088,None,28,0,112,2,149.61838740017265,,,,,,,,,149.6036318000406,149.61838740017265,150.11800940008834,150.11800940008834,150.11800940008834,150.5189265999943,r,1,0.3954361998476088,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
RED,red,C,r,113,1,28,r,1,0.5037525999359787,None,28,1,113,0,150.53401790000498,,,,,,,,,150.52417390001938,150.53401790000498,151.03358890023082,151.03358890023082,151.03358890023082,151.55130740022287,r,1,0.5037525999359787,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
BLUE,blue,C,b,114,2,28,b,1,0.3902877001091838,None,28,2,114,3,151.56651159981266,,,,,,,,,151.5560849001631,151.56651159981266,152.0660581998527,152.0660581998527,152.0660581998527,152.4672365002334,b,1,0.3902877001091838,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
RED,blue,I,b,115,3,28,b,1,0.4719863999634981,None,28,3,115,1,152.48239139979705,,,,,,,,,152.47351719997823,152.48239139979705,152.9819622002542,152.9819622002542,152.9819622002542,153.4666702002287,b,1,0.4719863999634981,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
BLUE,blue,C,b,116,0,29,b,1,0.4535372001118958,None,29,0,116,3,153.48156919982284,,,,,,,,,153.47151370020583,153.48156919982284,153.98255599988624,153.98255599988624,153.98255599988624,154.44894429994747,b,1,0.4535372001118958,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
RED,red,C,r,117,1,29,r,1,0.47909520007669926,None,29,1,117,0,154.46409439994022,,,,,,,,,154.4543083999306,154.46409439994022,154.96376070007682,154.96376070007682,154.96376070007682,155.44772770022973,r,1,0.47909520007669926,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
RED,blue,I,b,118,2,29,b,1,0.6005008001811802,None,29,2,118,1,155.46308000013232,,,,,,,,,155.44914049981162,155.46308000013232,155.96264379983768,155.96264379983768,155.96264379983768,156.58012330019847,b,1,0.6005008001811802,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
BLUE,red,I,r,119,3,29,r,1,0.46610610000789165,None,29,3,119,2,156.5954279000871,,,,,,,,,156.58472889987752,156.5954279000871,157.0949948001653,157.0949948001653,157.0949948001653,157.56301969988272,r,1,0.46610610000789165,None,,,,,,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.56325270002708,157.57790730008855,158.57714160019532,158.5613559000194,0001,001,2025-08-24_23h26.43.535,Stroop Task Data,2024.2.4,60.0255229069258,2025-08-24 23h27.03.693129 +0530,
