thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,[-0.2564814814814815],[0.1925925925925926],[1],[0],[0],[0.8815640000393614],['target'],10,0,10,0,14.55148929997813,,10,14.532132799969986,14.55148929997813,14.55148929997813,0.04964129999279976,15.414230599999428,[-0.2564814814814815],[0.1925925925925926],[1],[0],[0],[0.8815640000393614],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
11,0,11,[-0.39444444444444443],[-0.17962962962962964],[1],[0],[0],[3.315939799998887],['target'],11,0,11,0,15.485181199968792,,10,15.463331499951892,15.485181199968792,15.485181199968792,0.04886040010023862,18.77985449996777,[-0.39444444444444443],[-0.17962962962962964],[1],[0],[0],[3.315939799998887],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
12,0,12,[0.29074074074074074],[0.25092592592592594],[1],[0],[0],[1.3025484000099823],['target'],12,0,12,0,18.843951000017114,,10,18.822952199960127,18.843951000017114,18.843951000017114,0.04282109998166561,20.126012400025502,[0.29074074074074074],[0.25092592592592594],[1],[0],[0],[1.3025484000099823],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
13,0,13,[-0.2],[-0.28425925925925927],[1],[0],[0],[1.2111962999915704],['target'],13,0,13,0,20.158598999958485,,5,20.146979299956,20.158598999958485,20.158598999958485,0.020716300001367927,21.358804299961776,[-0.2],[-0.28425925925925927],[1],[0],[0],[1.2111962999915704],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
14,0,14,[0.36944444444444446],[-0.06388888888888888],[1],[0],[0],[1.2760865000309423],['target'],14,0,14,0,21.392493600025773,,5,21.380591799970716,21.392493600025773,21.392493600025773,0.021620500017888844,22.657194099971093,[0.36944444444444446],[-0.06388888888888888],[1],[0],[0],[1.2760865000309423],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
15,0,15,[0.38055555555555554],[-0.22407407407407406],[1],[0],[0],[1.2209517000010237],['target'],15,0,15,0,22.721291800029576,,10,22.700965599971823,22.721291800029576,22.721291800029576,0.04358439997304231,23.92246759997215,[0.38055555555555554],[-0.22407407407407406],[1],[0],[0],[1.2209517000010237],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
16,0,16,[0.4222222222222222],[-0.07592592592592592],[1],[0],[0],[1.1397316999500617],['target'],16,0,16,0,23.984795299940743,,10,23.965298900031485,23.984795299940743,23.984795299940743,0.042316899984143674,25.105510500026867,[0.4222222222222222],[-0.07592592592592592],[1],[0],[0],[1.1397316999500617],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
17,0,17,[0.1935185185185185],[0.4787037037037037],[1],[0],[0],[1.5599070999305695],['target'],17,0,17,0,25.13858419994358,,5,25.126833499991335,25.13858419994358,25.13858419994358,0.021112400107085705,26.687225300003774,[0.1935185185185185],[0.4787037037037037],[1],[0],[0],[1.5599070999305695],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
18,0,18,[-0.016666666666666666],[0.5],[1],[0],[0],[3.0045881000114605],['target'],18,0,18,0,26.749035899993032,,10,26.729571699979715,26.749035899993032,26.749035899993032,0.042122700018808246,29.734640099923126,[-0.016666666666666666],[0.5],[1],[0],[0],[3.0045881000114605],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
19,0,19,[0.03796296296296296],[-0.3685185185185185],[1],[0],[0],[1.2095311000011861],['target'],19,0,19,0,29.76816630002577,,5,29.757046599988826,29.76816630002577,29.76816630002577,0.02212650002911687,30.967154899961315,[0.03796296296296296],[-0.3685185185185185],[1],[0],[0],[1.2095311000011861],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
20,0,20,[0.010185185185185186],[0.14351851851851852],[1],[0],[0],[1.028173700091429],['target'],20,0,20,0,30.998565200017765,,5,30.986919299932197,30.998565200017765,30.998565200017765,0.019593099947087467,32.01560509996489,[0.010185185185185186],[0.14351851851851852],[1],[0],[0],[1.028173700091429],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
21,0,21,[0.03148148148148148],[0.17222222222222222],[1],[0],[0],[0.8116371999494731],['target'],21,0,21,0,32.0480288999388,,5,32.03635019995272,32.0480288999388,32.0480288999388,0.020573000074364245,32.84873929992318,[0.03148148148148148],[0.17222222222222222],[1],[0],[0],[0.8116371999494731],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
22,0,22,[0.49166666666666664],[0.1111111111111111],[1],[0],[0],[0.993207799969241],['target'],22,0,22,0,32.88157109997701,,5,32.87047249998432,32.88157109997701,32.88157109997701,0.021500600036233664,33.86410469992552,[0.49166666666666664],[0.1111111111111111],[1],[0],[0],[0.993207799969241],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
23,0,23,[-0.15462962962962962],[0.5],[1],[0],[0],[2.5405461998889223],['target'],23,0,23,0,33.92316609993577,,10,33.90446260001045,33.92316609993577,33.92316609993577,0.0402028999524191,36.44551969994791,[-0.15462962962962962],[0.5],[1],[0],[0],[2.5405461998889223],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
24,0,24,[-0.3388888888888889],[-0.3037037037037037],[1],[0],[0],[1.5915367999114096],['target'],24,0,24,0,36.50323040003423,,10,36.48517170001287,36.50323040003423,36.50323040003423,0.039448500028811395,38.07721090002451,[-0.3388888888888889],[-0.3037037037037037],[1],[0],[0],[1.5915367999114096],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
25,0,25,[0.32037037037037036],[0.45740740740740743],[1],[0],[0],[1.7574731999775395],['target'],25,0,25,0,38.13732420001179,,10,38.1173928999342,38.13732420001179,38.13732420001179,0.03997509996406734,39.87536950001959,[0.32037037037037036],[0.45740740740740743],[1],[0],[0],[1.7574731999775395],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
26,0,26,[-0.075],[-0.32592592592592595],[1],[0],[0],[1.4277083999477327],['target'],26,0,26,0,39.908006399986334,,5,39.89644679997582,39.908006399986334,39.908006399986334,0.020872999913990498,41.324688100023195,[-0.075],[-0.32592592592592595],[1],[0],[0],[1.4277083999477327],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
27,0,27,[-0.4101851851851852],[0.05925925925925926],[1],[0],[0],[1.2745865000179037],['target'],27,0,27,0,41.35934399999678,,5,41.34770089993253,41.35934399999678,41.35934399999678,0.022802800056524575,42.62278570001945,[-0.4101851851851852],[0.05925925925925926],[1],[0],[0],[1.2745865000179037],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
28,0,28,[-0.18333333333333332],[0.04259259259259259],[1],[0],[0],[1.3952831999631599],['target'],28,0,28,0,42.68030839995481,,10,42.66197989997454,42.68030839995481,42.68030839995481,0.039015700109303,44.057761600008234,[-0.18333333333333332],[0.04259259259259259],[1],[0],[0],[1.3952831999631599],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
29,0,29,[-0.15833333333333333],[-0.47685185185185186],[1],[0],[0],[2.803019000100903],['target'],29,0,29,0,44.11884090001695,,10,44.09979280002881,44.11884090001695,44.11884090001695,0.04182559996843338,46.90328580001369,[-0.15833333333333333],[-0.47685185185185186],[1],[0],[0],[2.803019000100903],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
30,0,30,[-0.3398148148148148],[0.5],[1],[0],[0],[1.5772112000267953],['target'],30,0,30,0,46.93543850001879,,5,46.923467300017364,46.93543850001879,46.93543850001879,0.01998499990440905,48.50119340000674,[-0.3398148148148148],[0.5],[1],[0],[0],[1.5772112000267953],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
31,0,31,[0.04537037037037037],[0.3888888888888889],[1],[0],[0],[0.9620222999947146],['target'],31,0,31,0,48.53245109994896,,5,48.521113499999046,48.53245109994896,48.53245109994896,0.019755500019527972,49.48362089996226,[0.04537037037037037],[0.3888888888888889],[1],[0],[0],[0.9620222999947146],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
32,0,32,[-0.09444444444444444],[0.33240740740740743],[1],[0],[0],[0.978990999981761],['target'],32,0,32,0,49.514297700021416,,5,49.50319219997618,49.514297700021416,49.514297700021416,0.01942229992710054,50.48274579993449,[-0.09444444444444444],[0.33240740740740743],[1],[0],[0],[0.978990999981761],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
33,0,33,[0.4203703703703704],[-0.3972222222222222],[1],[0],[0],[1.5731531999772415],['target'],33,0,33,0,50.543871099944226,,10,50.52441259997431,50.543871099944226,50.543871099944226,0.04150419996585697,52.098074899986386,[0.4203703703703704],[-0.3972222222222222],[1],[0],[0],[1.5731531999772415],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
34,0,34,[-0.09722222222222222],[0.4222222222222222],[1],[0],[0],[1.2441869999747723],['target'],34,0,34,0,52.13113589992281,,5,52.11941649997607,52.13113589992281,52.13113589992281,0.021086900029331446,53.36412789998576,[-0.09722222222222222],[0.4222222222222222],[1],[0],[0],[1.2441869999747723],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
35,0,35,[-0.1824074074074074],[0.3592592592592593],[1],[0],[0],[0.8217517000157386],['target'],35,0,35,0,53.42592169996351,,10,53.4073377000168,53.42592169996351,53.42592169996351,0.04301100003067404,54.229664199985564,[-0.1824074074074074],[0.3592592592592593],[1],[0],[0],[0.8217517000157386],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
36,0,36,[0.18796296296296297],[0.3824074074074074],[1],[0],[0],[1.2777929999865592],['target'],36,0,36,0,54.26173479994759,,5,54.250364399980754,54.26173479994759,54.26173479994759,0.02049380005337298,55.52872780000325,[0.18796296296296297],[0.3824074074074074],[1],[0],[0],[1.2777929999865592],['target'],0005,001,2025-09-30_16h21.33.209,Visual search main code,2024.2.4,60.06125045414499,2025-09-30 16h21.45.226921 +0530,
