delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart
0.7,1000,exp,0,0,0,space,1.5257339,None,350,1,[14.64843679999467],[14.6484467999544],0,0,0,29,0.0440537,,0.0391078,0.0440537,1.0125223,1.0125223,1.0458365,2.5542057,space,1.5257339,None,2.555104,3.260776767,3.5333758,3.5107181,3.5116154,3.5333758,3.5333758,3.5333758,18.18218,350,1,[14.64843679999467],[14.6484467999544],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,1,1,0,space,0.9230678,None,200,1,[3.5587655999697745],[3.5587767999386415],0,1,1,24,18.1977825,,18.1824673,18.1977825,19.1970552,19.1970552,19.1970552,20.1301665,space,0.9230678,None,20.1329238,20.24606647,20.5349263,20.5127357,20.5135334,20.5349263,20.5349263,20.5349263,24.0940685,200,1,[3.5587655999697745],[3.5587767999386415],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,2,2,0,space,1.2333533,None,100,1,[3.3065732000395656],[3.3065829999977723],0,2,2,18,24.109251,,24.0943535,24.109251,25.1080844,25.1080844,25.1248855,26.357461,space,1.2333533,None,26.3592629,26.45716847,26.7819487,26.7577018,26.7586883,26.7819487,26.7819487,26.7819487,30.0889009,100,1,[3.3065732000395656],[3.3065829999977723],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,3,3,0,space,0.3311028,None,200,1,[1.778020799974911],[1.7780382999917492],0,3,3,10,30.1035934,,30.0892312,30.1035934,31.103226,31.103226,31.103226,31.4370453,space,0.3311028,None,31.4395479,31.85254467,32.1904122,32.1646634,32.1659658,32.1904122,32.1904122,32.1904122,33.9688267,200,1,[1.778020799974911],[1.7780382999917492],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,4,4,0,space,0.8730048,None,300,1,[3.956031800014898],[3.9560414999723434],0,4,4,26,33.9835528,,33.9691471,33.9835528,34.98281,34.98281,34.98281,35.866258,space,0.8730048,None,35.8677552,36.58180817,36.8897623,36.8651734,36.8664306,36.8897623,36.8897623,36.8897623,40.8461924,300,1,[3.956031800014898],[3.9560414999723434],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,5,5,0,space,0.9804936,None,300,1,[3.723908800049685],[3.723919300013222],0,5,5,13,40.8613096,,40.8465212,40.8613096,41.8602091,41.8602091,41.8602091,42.8435898,space,0.9804936,None,42.8470468,43.25919077,43.5325641,43.5092798,43.5100414,43.5325641,43.5325641,43.5325641,47.2568548,300,1,[3.723908800049685],[3.723919300013222],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,6,6,0,space,0.7957468,None,200,1,[2.6475703000323847],[2.6475796999875456],0,6,6,28,47.2723963,,47.257183,47.2723963,48.2716254,48.2716254,48.2716254,49.0711699,space,0.7957468,None,49.0734866,49.47052597,49.7880113,49.7725236,49.7733093,49.7880113,49.7880113,49.7880113,52.4359456,200,1,[2.6475703000323847],[2.6475796999875456],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,7,7,0,space,0.3741172,None,100,1,[1.904808699968271],[1.90481830004137],0,7,7,15,52.4512333,,52.4363408,52.4512333,53.4504489,53.4504489,53.4504489,53.8338234,space,0.3741172,None,53.8352773,53.93309967,54.2775448,54.2538993,54.2549144,54.2775448,54.2775448,54.2775448,56.1827376,100,1,[1.904808699968271],[1.90481830004137],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,8,8,0,space,1.7765188,None,400,1,[7.163577900035307],[7.163588199997321],0,8,8,11,56.1978142,,56.1830038,56.1978142,57.197269,57.197269,57.2138419,58.979606,space,1.7765188,None,58.9822995,59.69464497,60.008835,59.9858754,59.9868253,60.008835,60.008835,60.008835,67.1727956,400,1,[7.163577900035307],[7.163588199997321],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,9,9,0,space,0.5875413,None,100,1,[2.4424311000620946],[2.442441300023347],0,9,9,21,67.1884728,,67.1730746,67.1884728,68.1876329,68.1876329,68.1876329,68.7878092,space,0.5875413,None,68.7904754,68.88700697,69.2094339,69.1884793,69.1891963,69.2094339,69.2094339,69.2094339,71.6522353,100,1,[2.4424311000620946],[2.442441300023347],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,400,unexp,10,10,0,space,0.5863474,None,300,1,[8.883877199958079],[8.883886600029655],0,10,10,8,71.667817,,71.6525173,71.667817,72.6670016,72.6670016,72.6670016,73.2671769,space,0.5863474,None,73.2696202,73.98238697,74.2913145,74.276625,74.2773869,74.2913145,74.2913145,74.2913145,83.1756206,300,1,[8.883877199958079],[8.883886600029655],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,11,11,0,space,0.3043032,None,100,1,[3.104327499982901],[3.1043381999479607],0,11,11,33,83.1911577,,83.1759878,83.1911577,84.1902877,84.1902877,84.2066525,84.5073995,space,0.3043032,None,84.5099382,84.60663017,84.8831483,84.8569018,84.8576637,84.8831483,84.8831483,84.8831483,87.9878546,100,1,[3.104327499982901],[3.1043381999479607],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,400,unexp,12,12,0,space,0.3849637,None,400,1,[3.976753899944015],[3.97676390002016],0,12,12,2,88.0032791,,87.9881474,88.0032791,89.002561,89.002561,89.002561,89.4032204,space,0.3849637,None,89.4059292,90.11811077,90.4223389,90.4085336,90.4091694,90.4223389,90.4223389,90.4223389,94.3994751,400,1,[3.976753899944015],[3.97676390002016],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,400,unexp,13,13,0,space,0.7678165,None,100,1,[2.2693077999865636],[2.269318399950862],0,13,13,4,94.4146532,,94.3997872,94.4146532,95.413487,95.413487,95.413487,96.1973039,space,0.7678165,None,96.1997413,96.61257247,96.9253,96.9064859,96.9075126,96.9253,96.9253,96.9253,99.194981,100,1,[2.2693077999865636],[2.269318399950862],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,14,14,0,space,0.4310548,None,200,1,[4.2742930999957025],[4.274303799960762],0,14,14,23,99.2105365,,99.1953048,99.2105365,100.20963,100.20963,100.20963,100.6434316,space,0.4310548,None,100.6466754,101.3583078,101.6976923,101.6775267,101.6782793,101.6976923,101.6976923,101.6976923,105.9723586,200,1,[4.2742930999957025],[4.274303799960762],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,15,15,0,space,1.1198566,None,100,1,[2.094985199975781],[2.094995499937795],0,15,15,12,105.9879046,,105.9726399,105.9879046,106.98687,106.98687,106.98687,108.1202449,space,1.1198566,None,108.1227449,108.2194139,108.5229698,108.5074084,108.5081851,108.5229698,108.5229698,108.5229698,110.6183522,100,1,[2.094985199975781],[2.094995499937795],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,16,16,0,space,0.6506982,None,150,1,[3.035139099927619],[3.0351492000045255],0,16,16,31,110.6338835,,110.6186815,110.6338835,111.6331009,111.6331009,111.6331009,112.2997988,space,0.6506982,None,112.3022817,112.7155101,113.0281023,113.0061637,113.0069146,113.0281023,113.0281023,113.0281023,116.0636489,150,1,[3.035139099927619],[3.0351492000045255],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,17,17,0,space,0.7303358,None,350,1,[4.739188099978492],[4.739198500057682],0,17,17,14,116.0789841,,116.0639643,116.0789841,117.0784635,117.0784635,117.0784635,117.8116923,space,0.7303358,None,117.8141743,118.5267859,118.8511275,118.8291486,118.8300564,118.8511275,118.8511275,118.8511275,123.5906989,350,1,[4.739188099978492],[4.739198500057682],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,18,18,0,space,0.6133566,None,200,1,[3.6610641001025215],[3.661074500065297],0,18,18,16,123.6059333,,123.5910243,123.6059333,124.6051841,124.6051841,124.6051841,125.2216092,space,0.6133566,None,125.2240953,125.6373924,125.9573962,125.9351296,125.9359257,125.9573962,125.9573962,125.9573962,129.6188227,200,1,[3.6610641001025215],[3.661074500065297],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,19,19,0,space,0.6687696,None,100,1,[1.9637121999403462],[1.96372179989703],0,19,19,19,129.6340158,,129.6191105,129.6340158,130.6331394,130.6331394,130.6331394,131.3166411,space,0.6687696,None,131.3190738,131.7319586,132.017817,132.004073,132.0044875,132.017817,132.017817,132.017817,133.9819059,100,1,[1.9637121999403462],[1.96372179989703],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,20,20,0,space,0.6907356,None,100,1,[4.679234799928963],[4.679245300008915],0,20,20,9,133.9968803,,133.9822212,133.9968803,134.9961575,134.9961575,134.9961575,135.6958412,space,0.6907356,None,135.698373,135.7952168,136.1124691,136.0874654,136.0884167,136.1124691,136.1124691,136.1124691,140.7920803,100,1,[4.679234799928963],[4.679245300008915],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,21,21,0,space,1.4965907,None,100,1,[1.6938516000518575],[1.6938623000169173],0,21,21,30,140.8076628,,140.7924066,140.8076628,141.806856,141.806856,141.806856,143.3065276,space,1.4965907,None,143.309015,143.4216776,143.7770216,143.7505446,143.751719,143.7770216,143.7770216,143.7770216,145.471263,100,1,[1.6938516000518575],[1.6938623000169173],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,22,22,0,space,0.9000415,None,300,1,[2.746490600053221],[2.746500500012189],0,22,22,17,145.4869156,,145.4715874,145.4869156,146.4857335,146.4857335,146.502795,147.4026892,space,0.9000415,None,147.4052098,148.1180205,148.4361355,148.4215805,148.4222912,148.4361355,148.4361355,148.4361355,151.1830126,300,1,[2.746490600053221],[2.746500500012189],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,400,unexp,23,23,0,space,0.6969667,None,150,1,[3.0394327000249177],[3.0394428999861702],0,23,23,6,151.1982334,,151.1833282,151.1982334,152.1978418,152.1978418,152.1978418,152.8976736,space,0.6969667,None,152.9005688,153.0137988,153.3386936,153.3233746,153.3244447,153.3386936,153.3386936,153.3386936,156.3785049,150,1,[3.0394327000249177],[3.0394428999861702],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,24,24,0,space,1.1725545,None,200,1,[2.216274100006558],[2.21628460008651],0,24,24,34,156.3940548,,156.3788428,156.3940548,157.3932407,157.3932407,157.3932407,158.575899,space,1.1725545,None,158.5783983,158.9752281,159.290725,159.2765843,159.2774279,159.290725,159.290725,159.290725,161.5073611,200,1,[2.216274100006558],[2.21628460008651],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,400,unexp,25,25,0,space,0.9497732,None,100,1,[1.6977729999925941],[1.6977833999553695],0,25,25,3,161.5229739,,161.5076426,161.5229739,162.5221022,162.5221022,162.5221022,163.4877907,space,0.9497732,None,163.488874,163.5879096,163.872249,163.8543352,163.8551384,163.872249,163.872249,163.872249,165.5703797,100,1,[1.6977729999925941],[1.6977833999553695],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,400,unexp,26,26,0,space,0.786462,None,400,1,[1.8990301000885665],[1.8990395000437275],0,26,26,5,165.5860106,,165.5706643,165.5860106,166.5853289,166.5853289,166.5853289,167.3844566,space,0.786462,None,167.3856379,168.0840457,168.3839862,168.3668232,168.3672565,168.3839862,168.3839862,168.3839862,170.2833673,400,1,[1.8990301000885665],[1.8990395000437275],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,27,27,0,space,0.8245744,None,200,1,[3.0491851000115275],[3.0491946000838652],0,27,27,22,170.2986405,,170.2836444,170.2986405,171.29791,171.29791,171.29791,172.1311269,space,0.8245744,None,172.1336618,172.5466958,172.8622597,172.8479705,172.848716,172.8622597,172.8622597,172.8622597,175.9118001,200,1,[3.0491851000115275],[3.0491946000838652],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,28,28,0,space,0.6222465,None,200,1,[2.900717300013639],[2.90072739997413],0,28,28,25,175.9270219,,175.9120672,175.9270219,176.9263543,176.9263543,176.9263543,177.5598235,space,0.6222465,None,177.5623494,177.9754005,178.2893893,178.2765534,178.2772935,178.2893893,178.2893893,178.2893893,181.1904864,200,1,[2.900717300013639],[2.90072739997413],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,29,29,0,space,0.3005239,None,300,1,[2.208796999999322],[2.2088067999575287],0,29,29,35,181.2056961,,181.1908204,181.2056961,182.2050346,182.2050346,182.2050346,182.5221216,space,0.3005239,None,182.5246399,183.2374299,183.5437997,183.5205801,183.5213669,183.5437997,183.5437997,183.5437997,185.7530039,300,1,[2.208796999999322],[2.2088067999575287],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,30,30,0,space,1.0913008,None,350,1,[2.8315220000222325],[2.8315318000968546],0,30,30,32,185.7682475,,185.7533191,185.7682475,186.7677689,186.7677689,186.7677689,187.8674192,space,1.0913008,None,187.8699107,188.5828092,188.8658509,188.849043,188.8494453,188.8658509,188.8658509,188.8658509,191.6977588,350,1,[2.8315220000222325],[2.8315318000968546],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,400,unexp,31,31,0,space,1.2442191,None,300,1,[3.0969039999181405],[3.096913899993524],0,31,31,7,191.713349,,191.6980742,191.713349,192.7124785,192.7124785,192.7124785,193.9620287,space,1.2442191,None,193.9642845,194.3777214,194.6954403,194.6680235,194.6689933,194.6954403,194.6954403,194.6954403,197.7927542,300,1,[3.0969039999181405],[3.096913899993524],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,400,unexp,32,32,0,space,0.7758784,None,150,1,[3.258034900063649],[3.2580679000820965],0,32,32,1,197.8079877,,197.7930708,197.8079877,198.8072917,198.8072917,198.8239048,199.5906199,space,0.7758784,None,199.5928249,200.0061677,200.3457577,200.3290954,200.3301494,200.3457577,200.3457577,200.3457577,203.6041784,150,1,[3.258034900063649],[3.2580679000820965],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,33,33,0,space,1.105968,None,400,1,[2.1234346999553964],[2.1234465999295935],0,33,33,20,203.6195182,,203.6044449,203.6195182,204.618921,204.618921,204.618921,205.7352061,space,1.105968,None,205.7376863,206.4505132,206.7753253,206.7527848,206.7537679,206.7753253,206.7753253,206.7753253,208.8991884,400,1,[2.1234346999553964],[2.1234465999295935],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,400,unexp,34,34,0,space,0.6332261,None,100,1,[1.9233444000128657],[1.9233544999733567],0,34,34,0,208.9145285,,208.8994821,208.9145285,209.9139112,209.9139112,209.9139112,210.5479827,space,0.6332261,None,210.5495851,210.6637342,210.9555005,210.9332679,210.9340225,210.9555005,210.9555005,210.9555005,212.8791916,100,1,[1.9233444000128657],[1.9233544999733567],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,35,35,0,space,1.8559502,None,100,1,[3.2794618000043556],[3.279473099973984],0,35,35,27,212.8944832,,212.8794677,212.8944832,213.8938581,213.8938581,213.8938581,215.7598677,space,1.8559502,None,215.7625568,215.8755124,216.1939788,216.1678932,216.168935,216.1939788,216.1939788,216.1939788,219.4738138,100,1,[3.2794618000043556],[3.279473099973984],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,36,0,1,space,1.780193,None,100,1,[2.5006715999916196],[2.5006822999566793],1,0,36,25,219.4886903,,219.4740818,219.4886903,220.4879297,220.4879297,220.4879297,222.270841,space,1.780193,None,222.2734122,222.6863938,223.0022649,222.979777,222.9807184,223.0022649,223.0022649,223.0022649,225.5033378,100,1,[2.5006715999916196],[2.5006822999566793],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,37,1,1,space,0.638002,None,200,1,[1.786411500070244],[1.7864217000314966],1,1,37,17,225.5171784,,225.5036093,225.5171784,226.5164598,226.5164598,226.5164598,227.1668135,space,0.638002,None,227.1694087,227.8817065,228.1947131,228.171813,228.1729275,228.1947131,228.1947131,228.1947131,229.9814903,200,1,[1.786411500070244],[1.7864217000314966],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,38,2,1,space,0.4701915,None,100,1,[1.748074600007385],[1.748084699967876],1,2,38,16,229.9966001,,229.9817747,229.9966001,230.9958675,230.9958675,231.0125046,231.4795476,space,0.4701915,None,231.4822966,231.8950075,232.21251,232.1899687,232.1907535,232.21251,232.21251,232.21251,233.9609726,100,1,[1.748074600007385],[1.748084699967876],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,39,3,1,space,0.74163,None,300,1,[2.8364785000449046],[2.8364890000084415],1,3,39,14,233.9765967,,233.9612945,233.9765967,234.9758115,234.9758115,234.9758115,235.7257506,space,0.74163,None,235.7283554,236.4410657,236.7696279,236.7520811,236.7531538,236.7696279,236.7696279,236.7696279,239.606511,300,1,[2.8364785000449046],[2.8364890000084415],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,40,4,1,space,0.8821954,None,100,1,[6.833875700016506],[6.833889500005171],1,4,40,12,239.6217177,,239.6068257,239.6217177,240.6206513,240.6206513,240.6206513,241.5038673,space,0.8821954,None,241.5065516,241.6032565,241.8806788,241.854457,241.8552491,241.8806788,241.8806788,241.8806788,248.7149736,100,1,[6.833875700016506],[6.833889500005171],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,400,unexp,41,5,1,space,0.7193465,None,200,1,[2.953857099986635],[2.9538670999463648],1,5,41,7,248.7301789,,248.7153062,248.7301789,249.7295351,249.7295351,249.7295351,250.4629598,space,0.7193465,None,250.4654893,250.8785549,251.1889906,251.1739944,251.1749808,251.1889906,251.1889906,251.1889906,254.1432303,200,1,[2.953857099986635],[2.9538670999463648],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,42,6,1,space,1.664115,None,300,1,[1.9103461999911815],[1.9103571999585256],1,6,42,11,254.1585195,,254.1435572,254.1585195,255.1577438,255.1577438,255.1577438,256.8243693,space,1.664115,None,256.8271902,257.5393446,257.8443753,257.8277111,257.8284092,257.8443753,257.8443753,257.8443753,259.7551154,300,1,[1.9103461999911815],[1.9103571999585256],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,400,unexp,43,7,1,space,1.4304553,None,100,1,[1.865913400077261],[1.8659236000385135],1,7,43,6,259.770259,,259.7553912,259.770259,260.7696557,260.7696557,260.7696557,262.2024331,space,1.4304553,None,262.2050115,262.3015883,262.6178668,262.6019208,262.6029689,262.6178668,262.6178668,262.6178668,264.4841302,100,1,[1.865913400077261],[1.8659236000385135],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,44,8,1,space,1.6442082,None,300,1,[1.5129077000310645],[1.512917899992317],1,8,44,32,264.4999902,,264.484415,264.4999902,265.499206,265.499206,265.499206,267.1484106,space,1.6442082,None,267.1511239,267.8638798,268.1999427,268.1741398,268.1751495,268.1999427,268.1999427,268.1999427,269.7132205,300,1,[1.5129077000310645],[1.512917899992317],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,400,unexp,45,9,1,space,1.6572926,None,100,1,[1.6650204999605194],[1.6650307999225333],1,9,45,0,269.7287185,,269.7135351,269.7287185,270.7279658,270.7279658,270.7279658,272.3934706,space,1.6572926,None,272.396059,272.4931975,272.7936931,272.7792802,272.7796927,272.7936931,272.7936931,272.7936931,274.459095,100,1,[1.6650204999605194],[1.6650307999225333],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,46,10,1,space,1.6275722,None,350,1,[2.9989730999805033],[2.9989829000551254],1,10,46,29,274.4746432,,274.4594525,274.4746432,275.4738143,275.4738143,275.4738143,277.1063726,space,1.6275722,None,277.108146,277.8216473,278.1373007,278.1156833,278.1165079,278.1373007,278.1373007,278.1373007,281.1366595,350,1,[2.9989730999805033],[2.9989829000551254],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,400,unexp,47,11,1,space,0.5859522,None,100,1,[2.0033543000463396],[2.0033646000083536],1,11,47,3,281.1517436,,281.1369729,281.1517436,282.1510237,282.1510237,282.1510237,282.7514759,space,0.5859522,None,282.7542229,282.8507349,283.196302,283.1778867,283.1789265,283.196302,283.196302,283.196302,285.2000309,100,1,[2.0033543000463396],[2.0033646000083536],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,48,12,1,space,0.5993724,None,200,1,[1.6807532000821084],[1.6807633000425994],1,12,48,22,285.2152375,,285.2003434,285.2152375,286.214387,286.214387,286.2311613,286.814751,space,0.5993724,None,286.8174847,287.230177,287.5317187,287.5170912,287.5174915,287.5317187,287.5317187,287.5317187,289.2128529,200,1,[1.6807532000821084],[1.6807633000425994],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,1000,exp,49,13,1,space,0.3581892,None,100,1,[1.8947118000360206],[1.894722199998796],1,13,49,19,289.2284549,,289.2131669,289.2284549,290.2276515,290.2276515,290.2276515,290.5946217,space,0.3581892,None,290.5975316,291.0098821,291.3642406,291.3380567,291.3391057,291.3642406,291.3642406,291.3642406,293.2593261,100,1,[1.8947118000360206],[1.894722199998796],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,50,14,1,space,1.2750995,None,300,1,[2.3715649000369012],[2.3715784000232816],1,14,50,35,293.274895,,293.2596004,293.274895,294.2742027,294.2742027,294.2742027,295.5566616,space,1.2750995,None,295.5591241,296.2558563,296.5329036,296.5098526,296.510599,296.5329036,296.5329036,296.5329036,298.9049368,300,1,[2.3715649000369012],[2.3715784000232816],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,51,15,1,space,0.4767487,None,100,1,[1.8738734999205917],[1.8738829999929294],1,15,51,21,298.9197657,,298.9052523,298.9197657,299.9187598,299.9187598,299.9187598,300.4031316,space,0.4767487,None,300.4058487,300.5183927,300.8438486,300.8289038,300.8295598,300.8438486,300.8438486,300.8438486,302.7180778,100,1,[1.8738734999205917],[1.8738829999929294],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.7,1000,exp,52,16,1,space,0.3415157,None,250,1,[4.8652259999653324],[4.865236300043762],1,16,52,26,302.7333745,,302.7183436,302.7333745,303.7322312,303.7322312,303.7322312,304.0827709,space,0.3415157,None,304.085377,304.7981237,305.1125205,305.0966773,305.0979412,305.1125205,305.1125205,305.1125205,309.9781925,"250
",1,[4.8652259999653324],[4.865236300043762],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.1,1000,exp,53,17,1,space,1.065709,None,100,1,[2.2272642999887466],[2.2272736999439076],1,17,53,30,309.9934243,,309.9785341,309.9934243,310.9929962,310.9929962,310.9929962,312.0596519,space,1.065709,None,312.0626199,312.1751908,312.4464166,312.4318291,312.4322276,312.4464166,312.4464166,312.4464166,314.6740369,100,1,[2.2272642999887466],[2.2272736999439076],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
0.4,400,unexp,54,18,1,space,0.8967484,None,300,1,[2.1034246999770403],[2.1034352999413386],1,18,54,1,314.6892964,,314.674298,314.6892964,315.6888044,315.6888044,315.6888044,316.5888128,space,0.8967484,None,316.5915374,317.0038577,317.3493764,317.3322669,317.3334753,317.3493764,317.3493764,317.3493764,319.4532059,300,1,[2.1034246999770403],[2.1034352999413386],1,1,2025-11-13_08h52.50.286,Intentional Binding Main File,2024.2.4,60.03936184,2025-11-13 08h53.04.053301 +0530
