pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,sequential.thisRepN,sequential.thisTrialN,sequential.thisN,sequential.thisIndex,fullRandom.thisRepN,fullRandom.thisTrialN,fullRandom.thisN,fullRandom.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,sequential.key_resp.keys,sequential.key_resp.corr,sequential.key_resp.rt,sequential.key_resp.duration,fullRandom.key_resp.keys,fullRandom.key_resp.corr,fullRandom.key_resp.rt,fullRandom.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
150,v,49,1,12,v,1,0.2567183000501245,None,12,1,49,1,,,,,121.43383869994432,,121.41953699989244,121.43383869994432,122.43279639992397,122.43279639992397,122.43279639992397,122.43279639992397,122.43279639992397,123.43202710000332,123.43202710000332,123.70041089993902,v,1,0.2567183000501245,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
50,c,50,2,12,c,1,0.37200279999524355,None,12,2,50,2,,,,,123.71508989995345,,123.70105199993122,123.71508989995345,124.7141311999876,124.7141311999876,124.7141311999876,124.7141311999876,124.7141311999876,125.71339349995833,125.71339349995833,126.09798399999272,c,1,0.37200279999524355,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
-150,z,51,3,12,z,1,0.3280672999098897,None,12,3,51,3,,,,,126.11298959993292,,126.09865539998282,126.11298959993292,127.11207319993991,127.11207319993991,127.11207319993991,127.11207319993991,127.12876039999537,128.1113554999465,128.1113554999465,128.4465297999559,z,1,0.3280672999098897,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
-50,x,52,0,13,x,1,0.2655538000399247,None,13,0,52,0,,,,,128.46095340000466,,128.44719209999312,128.46095340000466,129.46025199990254,129.46025199990254,129.46025199990254,129.46025199990254,129.46025199990254,130.4592536999844,130.4592536999844,130.7266985999886,x,1,0.2655538000399247,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
150,v,53,1,13,v,1,0.259483499918133,None,13,1,53,1,,,,,130.7422986999154,,130.72710019990336,130.7422986999154,131.74132909998298,131.74132909998298,131.74132909998298,131.74132909998298,131.74132909998298,132.74047439999413,132.74047439999413,133.00812479993328,v,1,0.259483499918133,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
50,c,54,2,13,c,1,0.27343059994746,None,13,2,54,2,,,,,133.02355069993064,,133.00851449999027,133.02355069993064,134.02270209998824,134.02270209998824,134.02270209998824,134.02270209998824,134.02270209998824,135.02181259996723,135.02181259996723,135.306513599935,c,1,0.27343059994746,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
-150,z,55,3,13,z,1,0.25645710004027933,None,13,3,55,3,,,,,135.32150249998085,,135.30698049999774,135.32150249998085,136.3208223999245,136.3208223999245,136.3208223999245,136.3208223999245,136.3208223999245,137.3199525999371,137.3199525999371,137.58844289998524,z,1,0.25645710004027933,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
-50,x,56,0,14,x,1,0.22660309995990247,None,14,0,56,0,,,,,137.60305099992547,,137.5889826999046,137.60305099992547,138.60219289991073,138.60219289991073,138.60219289991073,138.60219289991073,138.61866339994594,139.60111579997465,139.60111579997465,139.8358934998978,x,1,0.22660309995990247,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
150,v,57,1,14,v,1,0.24904750008136034,None,14,1,57,1,,,,,139.85092459991574,,139.83638549991883,139.85092459991574,140.8500532999169,140.8500532999169,140.8500532999169,140.8500532999169,140.8500532999169,141.8492636999581,141.8492636999581,142.10081649990752,v,1,0.24904750008136034,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
50,c,58,2,14,c,1,0.2739151999121532,None,14,2,58,2,,,,,142.11568289995193,,142.10141409991775,142.11568289995193,143.11485629994422,143.11485629994422,143.11485629994422,143.11485629994422,143.11485629994422,144.11403339996468,144.11403339996468,144.39802879991475,c,1,0.2739151999121532,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
-150,z,59,3,14,z,1,0.28492410003673285,None,14,3,59,3,,,,,144.41382219991647,,144.39841929997783,144.41382219991647,145.41293509991374,145.41293509991374,145.41293509991374,145.41293509991374,145.4294574999949,146.41181459999643,146.41181459999643,146.7129811999621,z,1,0.28492410003673285,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
-50,x,60,0,15,x,1,0.2844544999534264,None,15,0,60,0,,,,,146.72832869994454,,146.7134382999502,146.72832869994454,147.72749949991703,147.72749949991703,147.72749949991703,147.72749949991703,147.72749949991703,148.72673379990738,148.72673379990738,149.02823639998678,x,1,0.2844544999534264,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
150,v,61,1,15,v,1,0.25761279999278486,None,15,1,61,1,,,,,149.0429086999502,,149.02889279997908,149.0429086999502,150.04210530000273,150.04210530000273,150.04210530000273,150.04210530000273,150.04210530000273,151.0412564999424,151.0412564999424,151.30875279998872,v,1,0.25761279999278486,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
50,c,62,2,15,c,1,0.21728099999018013,None,15,2,62,2,,,,,151.32407089998014,,151.3091802999843,151.32407089998014,152.3232515999116,152.3232515999116,152.3232515999116,152.3232515999116,152.3232515999116,153.32260179996956,153.32260179996956,153.55731879989617,c,1,0.21728099999018013,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
-150,z,63,3,15,z,1,0.26039849990047514,None,15,3,63,3,,,,,153.5725284999935,,153.55796849995386,153.5725284999935,154.57143939996604,154.57143939996604,154.57143939996604,154.57143939996604,154.588290899992,155.57071849994827,155.57071849994827,155.838867799961,z,1,0.26039849990047514,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
-50,x,64,0,16,x,1,0.25354850001167506,None,16,0,64,0,,,,,155.8536661999533,,155.8394157999428,155.8536661999533,156.85280529991724,156.85280529991724,156.85280529991724,156.85280529991724,156.85280529991724,157.85185489989817,157.85185489989817,158.11963719991036,x,1,0.25354850001167506,None,,,,,0001,001,2025-10-02_14h48.33.284,Motor Seq Learning main code,2024.2.4,60.034567901835096,2025-10-02 14h50.34.067380 +0530,
