pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,sequential.thisRepN,sequential.thisTrialN,sequential.thisN,sequential.thisIndex,fullRandom.thisRepN,fullRandom.thisTrialN,fullRandom.thisN,fullRandom.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,line1.started,line2.started,line3.started,line4.started,probe.started,key_resp.started,trial.stopped,sequential.key_resp.keys,sequential.key_resp.corr,sequential.key_resp.rt,sequential.key_resp.duration,fullRandom.key_resp.keys,fullRandom.key_resp.corr,fullRandom.key_resp.rt,fullRandom.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.7447341000661254,None,2,2,10,2,,,,,26.39265549997799,,26.37845719989855,26.39265549997799,27.39185669994913,27.39185669994913,27.39185669994913,27.39185669994913,27.39185669994913,28.390780499903485,28.390780499903485,29.141636599902995,c,1,0.7447341000661254,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
-150,z,11,3,2,z,1,0.7506886000046507,None,2,3,11,3,,,,,29.15690399997402,,29.142129199928604,29.15690399997402,30.172716299886815,30.15590099990368,30.15590099990368,30.15590099990368,30.15590099990368,31.15501809993293,31.15501809993293,31.92282539990265,z,1,0.7506886000046507,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
-50,x,12,0,3,x,1,0.6162538999924436,None,3,0,12,0,,,,,31.937790299998596,,31.923417299985886,31.937790299998596,32.9368903998984,32.9368903998984,32.9368903998984,32.9368903998984,32.9368903998984,33.93611539993435,33.93611539993435,34.55441049998626,x,1,0.6162538999924436,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
150,v,13,1,3,v,1,0.77709310001228,None,3,1,13,1,,,,,34.568777599954046,,34.55496679991484,34.568777599954046,35.5679458999075,35.5679458999075,35.5679458999075,35.5679458999075,35.5679458999075,36.56714629998896,36.56714629998896,37.351553799933754,v,1,0.77709310001228,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
50,c,14,2,3,c,1,0.6128219000529498,None,3,2,14,2,,,,,37.36632109992206,,37.35217389999889,37.36632109992206,38.3655763999559,38.3655763999559,38.3655763999559,38.3655763999559,38.3655763999559,39.364788799895905,39.364788799895905,39.982664199895225,c,1,0.6128219000529498,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
-150,z,15,3,3,z,1,0.3628005998907611,None,3,3,15,3,,,,,39.99753169994801,,39.983307499904186,39.99753169994801,40.99648029997479,40.99648029997479,40.99648029997479,40.99648029997479,40.99648029997479,41.99559999990743,41.99559999990743,42.363162599969655,z,1,0.3628005998907611,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
-50,x,16,0,4,x,1,0.44754379999358207,None,4,0,16,0,,,,,42.37856089998968,,42.36356379999779,42.37856089998968,43.37786839995533,43.37786839995533,43.37786839995533,43.37786839995533,43.37786839995533,44.37707949988544,44.37707949988544,44.82833899999969,x,1,0.44754379999358207,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
150,v,17,1,4,v,1,0.48457410000264645,None,4,1,17,1,,,,,44.84323819994461,,44.82891319994815,44.84323819994461,45.84232669998892,45.84232669998892,45.84232669998892,45.84232669998892,45.84232669998892,46.84153469989542,46.84153469989542,47.34270709997509,v,1,0.48457410000264645,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
50,c,18,2,4,c,1,0.4044391999486834,None,4,2,18,2,,,,,47.35781499999575,,47.34329359990079,47.35781499999575,48.373538599931635,48.35688749991823,48.35688749991823,48.35688749991823,48.35688749991823,49.35602079995442,49.35602079995442,49.77405439992435,c,1,0.4044391999486834,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
-150,z,19,3,4,z,1,0.32870710000861436,None,4,3,19,3,,,,,49.788830299978144,,49.77465269993991,49.788830299978144,50.78807499993127,50.78807499993127,50.78807499993127,50.78807499993127,50.78807499993127,51.78726079990156,51.78726079990156,52.12161529995501,z,1,0.32870710000861436,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
-50,x,20,0,5,x,1,0.4431783000472933,None,5,0,20,0,,,,,52.13688129989896,,52.12209159997292,52.13688129989896,53.13587409991305,53.13587409991305,53.13587409991305,53.13587409991305,53.13587409991305,54.135099899955094,54.135099899955094,54.58614759996999,x,1,0.4431783000472933,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
150,v,21,1,5,v,1,0.3914554000366479,None,5,1,21,1,,,,,54.601250599953346,,54.58664389990736,54.601250599953346,55.6004972999217,55.6004972999217,55.6004972999217,55.6004972999217,55.6004972999217,56.59959139989223,56.59959139989223,57.00103829998989,v,1,0.3914554000366479,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
50,c,22,2,5,c,1,0.36996780009940267,None,5,2,22,2,,,,,57.0159734999761,,57.001634099986404,57.0159734999761,58.03178159997333,58.01496559998486,58.01496559998486,58.01496559998486,58.01496559998486,59.01421059994027,59.01421059994027,59.39861509995535,c,1,0.36996780009940267,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
-150,z,23,3,5,z,1,0.4379957999335602,None,5,3,23,3,,,,,59.413690499961376,,59.399090499966405,59.413690499961376,60.413014699937776,60.413014699937776,60.413014699937776,60.413014699937776,60.413014699937776,61.412033499917015,61.412033499917015,61.86286090000067,z,1,0.4379957999335602,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
-50,x,24,0,6,z,0,0.5363195999525487,None,6,0,24,0,,,,,61.87823859998025,,61.86323319992516,61.87823859998025,62.87756569997873,62.87756569997873,62.87756569997873,62.87756569997873,62.87756569997873,63.87663849990349,63.87663849990349,64.42736789991613,z,0,0.5363195999525487,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
150,v,25,1,6,v,1,0.7846133999992162,None,6,1,25,1,,,,,64.44276339991484,,64.42781289992854,64.44276339991484,65.44205939990934,65.44205939990934,65.44205939990934,65.44205939990934,65.44205939990934,66.441094199894,66.441094199894,67.24183149996679,v,1,0.7846133999992162,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
50,c,26,2,6,c,1,0.5505593999987468,None,6,2,26,2,,,,,67.2570204999065,,67.24230359995272,67.2570204999065,68.25607509992551,68.25607509992551,68.25607509992551,68.25607509992551,68.25607509992551,69.25534769997466,69.25534769997466,69.82297869992908,c,1,0.5505593999987468,None,,,,,0002,001,2025-10-02_15h03.34.045,Motor Seq Learning main code,2024.2.4,60.02350520193826,2025-10-02 15h03.45.366762 +0530,
