thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart
131,0,131,[-0.2777777777777778],[0.0787037037037037],[1],[0],[0],[2.390911899972707],['target'],131,0,131,0,268.5634179,,5,268.5426423,268.5634179,268.5634179,0.0395075,270.9344186,[-0.2777777777777778],[0.0787037037037037],[1],[0],[0],[2.390911899972707],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
132,0,132,[0.2074074074074074],[0.337037037037037],[1],[0],[0],[1.6255077999085188],['target'],132,0,132,0,270.993136,,5,270.9727915,270.993136,270.993136,0.0379954,272.5992023,[0.2074074074074074],[0.337037037037037],[1],[0],[0],[1.6255077999085188],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
133,0,133,[-0.1259259259259259],[0.4703703703703704],[1],[0],[0],[1.2593504999531433],['target'],133,0,133,0,272.6591688,,5,272.6390995,272.6591688,272.6591688,0.0395111,273.8993943,[-0.1259259259259259],[0.4703703703703704],[1],[0],[0],[1.2593504999531433],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
134,0,134,[0.18981481481481483],[0.45555555555555555],[1],[0],[0],[1.5521472999826074],['target'],134,0,134,0,273.9652001,,5,273.9440314,273.9652001,273.9652001,0.0441003,275.4971844,[0.18981481481481483],[0.45555555555555555],[1],[0],[0],[1.5521472999826074],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
135,0,135,[-0.14166666666666666],[0.5],[1],[0],[0],[2.803926600026898],['target'],135,0,135,0,275.5605688,,5,275.5391475,275.5605688,275.5605688,0.0416634,278.343919,[-0.14166666666666666],[0.5],[1],[0],[0],[2.803926600026898],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
136,0,136,[-0.43796296296296294],[-0.05092592592592592],[1],[0],[0],[1.8890966000035405],['target'],136,0,136,0,278.4548199,,10,278.419604,278.4548199,278.4548199,0.0753531,280.3095586,[-0.43796296296296294],[-0.05092592592592592],[1],[0],[0],[1.8890966000035405],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
137,0,137,[-0.0824074074074074],[-0.3592592592592593],[1],[0],[0],[2.7029987999703735],['target'],137,0,137,0,280.4221616,,10,280.3858035,280.4221616,280.4221616,0.0758101,283.0893766,[-0.0824074074074074],[-0.3592592592592593],[1],[0],[0],[2.7029987999703735],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
138,0,138,[-0.06481481481481481],[0.29444444444444445],[1],[0],[0],[3.6290221998933703],['target'],138,0,138,0,283.1431761,,5,283.1246952,283.1431761,283.1431761,0.0348604,286.7544434,[-0.06481481481481481],[0.29444444444444445],[1],[0],[0],[3.6290221998933703],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
139,0,139,[0.21388888888888888],[-0.025925925925925925],[1],[0],[0],[2.1164374999934807],['target'],139,0,139,0,286.8617191,,10,286.8327814,286.8617191,286.8617191,0.0778699,288.9499191,[0.21388888888888888],[-0.025925925925925925],[1],[0],[0],[2.1164374999934807],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
140,0,140,[0.058333333333333334],[-0.20185185185185187],[1],[0],[0],[2.2964708000654355],['target'],140,0,140,0,289.048569,,10,289.0177083,289.048569,289.048569,0.0674562,291.3148678,[0.058333333333333334],[-0.20185185185185187],[1],[0],[0],[2.2964708000654355],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
141,0,141,[-0.13518518518518519],[-0.000925925925925926],[1],[0],[0],[1.5139842999633402],['target'],141,0,141,0,291.3674973,,5,291.3492466,291.3674973,291.3674973,0.0340303,292.8639207,[-0.13518518518518519],[-0.000925925925925926],[1],[0],[0],[1.5139842999633402],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
142,0,142,[0.1574074074074074],[-0.000925925925925926],[1],[0],[0],[2.7623343999730423],['target'],142,0,142,0,292.9578712,,10,292.931938,292.9578712,292.9578712,0.0677176,295.6950165,[0.1574074074074074],[-0.000925925925925926],[1],[0],[0],[2.7623343999730423],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
143,0,143,[-0.062037037037037036],[-0.4111111111111111],[1],[0],[0],[1.9800708000548184],['target'],143,0,143,0,295.7922819,,10,295.7621592,295.7922819,295.7922819,0.0668286,297.7429424,[-0.062037037037037036],[-0.4111111111111111],[1],[0],[0],[1.9800708000548184],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
144,0,144,[0.13703703703703704],[0.1925925925925926],[1],[0],[0],[1.4301252999575809],['target'],144,0,144,0,297.7961197,,5,297.777944,297.7961197,297.7961197,0.0346147,299.2087403,[0.13703703703703704],[0.1925925925925926],[1],[0],[0],[1.4301252999575809],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
145,0,145,[0.2074074074074074],[0.3648148148148148],[1],[0],[0],[1.098699799971655],['target'],145,0,145,0,299.2752853,,5,299.24109,299.2752853,299.2752853,0.0319856,300.3404632,[0.2074074074074074],[0.3648148148148148],[1],[0],[0],[1.098699799971655],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
146,0,146,[0.40370370370370373],[0.3212962962962963],[1],[0],[0],[2.8135965999681503],['target'],146,0,146,0,300.4368343,,10,300.4087723,300.4368343,300.4368343,0.06802,303.2230865,[0.40370370370370373],[0.3212962962962963],[1],[0],[0],[2.8135965999681503],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
147,0,147,[-0.19444444444444445],[-0.4601851851851852],[1],[0],[0],[2.2138938000425696],['target'],147,0,147,0,303.2735619,,5,303.2555961,303.2735619,303.2735619,0.032098,305.4701251,[-0.19444444444444445],[-0.4601851851851852],[1],[0],[0],[2.2138938000425696],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
148,0,148,[0.42685185185185187],[0.020370370370370372],[1],[0],[0],[2.278753299964592],['target'],148,0,148,0,305.5235034,,5,305.5048063,305.5235034,305.5235034,0.0344184,307.784455,[0.42685185185185187],[0.020370370370370372],[1],[0],[0],[2.278753299964592],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
149,0,149,[-0.05185185185185185],[-0.3037037037037037],[1],[0],[0],[2.133875499945134],['target'],149,0,149,0,307.8842336,,10,307.864385,307.8842336,307.8842336,0.079549,309.9991466,[-0.05185185185185185],[-0.3037037037037037],[1],[0],[0],[2.133875499945134],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
150,0,150,[-0.013888888888888888],[-0.22870370370370371],[1],[0],[0],[3.2040073999669403],['target'],150,0,150,0,310.1073188,,10,310.0748572,310.1073188,310.1073188,0.0752487,313.2796022,[-0.013888888888888888],[-0.22870370370370371],[1],[0],[0],[3.2040073999669403],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
151,0,151,[0.41944444444444445],[-0.3388888888888889],[1],[0],[0],[3.0777924000285566],['target'],151,0,151,0,313.3361934,,5,313.3169863,313.3361934,313.3361934,0.0369868,316.3956611,[0.41944444444444445],[-0.3388888888888889],[1],[0],[0],[3.0777924000285566],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
152,0,152,[0.4],[-0.16666666666666666],[1],[0],[0],[1.1054120999760926],['target'],152,0,152,0,316.5033554,,10,316.4699873,316.5033554,316.5033554,0.0739115,317.5762016,[0.4],[-0.16666666666666666],[1],[0],[0],[1.1054120999760926],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
153,0,153,[0.37037037037037035],[0.1712962962962963],[1],[0],[0],[1.9795418999856338],['target'],153,0,153,0,317.6322439,,5,317.6130343,317.6322439,317.6322439,0.03647,319.5934928,[0.37037037037037035],[0.1712962962962963],[1],[0],[0],[1.9795418999856338],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
154,0,154,[-0.4083333333333333],[-0.2351851851851852],[1],[0],[0],[1.684796900022775],['target'],154,0,154,0,319.660534,,5,319.6381032,319.660534,319.660534,0.0439696,321.3237388,[-0.4083333333333333],[-0.2351851851851852],[1],[0],[0],[1.684796900022775],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
155,0,155,[0.32407407407407407],[-0.1925925925925926],[1],[0],[0],[2.491138600045815],['target'],155,0,155,0,321.3827841,,5,321.3620367,321.3827841,321.3827841,0.0379674,323.8540339,[0.32407407407407407],[-0.1925925925925926],[1],[0],[0],[2.491138600045815],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
156,0,156,[0.037037037037037035],[0.024074074074074074],[1],[0],[0],[2.1520829000510275],['target'],156,0,156,0,323.9579217,,10,323.9333258,323.9579217,323.9579217,0.0789512,326.0863208,[0.037037037037037035],[0.024074074074074074],[1],[0],[0],[2.1520829000510275],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
157,0,157,[-0.21851851851851853],[-0.16203703703703703],[1],[0],[0],[1.9060646001016721],['target'],157,0,157,0,326.1945095,,10,326.161201,326.1945095,326.1945095,0.0744658,328.068186,[-0.21851851851851853],[-0.16203703703703703],[1],[0],[0],[1.9060646001016721],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
158,0,158,[-0.30833333333333335],[-0.4203703703703704],[1],[0],[0],[2.1952373000094667],['target'],158,0,158,0,328.1586103,,10,328.1371121,328.1586103,328.1586103,0.0683101,330.333255,[-0.30833333333333335],[-0.4203703703703704],[1],[0],[0],[2.1952373000094667],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
159,0,159,[-0.4537037037037037],[0.3861111111111111],[1],[0],[0],[2.903174399980344],['target'],159,0,159,0,330.4449244,,10,330.4097364,330.4449244,330.4449244,0.076046,333.3137733,[-0.4537037037037037],[0.3861111111111111],[1],[0],[0],[2.903174399980344],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
160,0,160,[-0.04814814814814815],[-0.2037037037037037],[1],[0],[0],[4.535050999955274],['target'],160,0,160,0,333.4110544,,10,333.3894178,333.4110544,333.4110544,0.075212,337.9252257,[-0.04814814814814815],[-0.2037037037037037],[1],[0],[0],[4.535050999955274],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
161,0,161,[-0.4027777777777778],[0.4361111111111111],[1],[0],[0],[2.374310899991542],['target'],161,0,161,0,337.9861214,,5,337.965407,337.9861214,337.9861214,0.0396208,340.3406265,[-0.4027777777777778],[0.4361111111111111],[1],[0],[0],[2.374310899991542],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
162,0,162,[0.10833333333333334],[-0.36203703703703705],[1],[0],[0],[2.1572122999932617],['target'],162,0,162,0,340.3996647,,5,340.3798495,340.3996647,340.3996647,0.0388927,342.5379291,[0.10833333333333334],[-0.36203703703703705],[1],[0],[0],[2.1572122999932617],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
163,0,163,[0.037037037037037035],[-0.3537037037037037],[1],[0],[0],[1.9271439000731334],['target'],163,0,163,0,342.6586296,,10,342.6247916,342.6586296,342.6586296,0.0864614,344.5528433,[0.037037037037037035],[-0.3537037037037037],[1],[0],[0],[1.9271439000731334],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
164,0,164,[-0.19444444444444445],[0.20092592592592592],[1],[0],[0],[1.6705174000235274],['target'],164,0,164,0,344.6531031,,10,344.6308205,344.6531031,344.6531031,0.0775583,346.3021586,[-0.19444444444444445],[0.20092592592592592],[1],[0],[0],[1.6705174000235274],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
165,0,165,[0.18888888888888888],[-0.12777777777777777],[1],[0],[0],[2.2706513999728486],['target'],165,0,165,0,346.4146063,,10,346.3780181,346.4146063,346.4146063,0.0755139,348.6495253,[0.18888888888888888],[-0.12777777777777777],[1],[0],[0],[2.2706513999728486],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
166,0,166,[-0.044444444444444446],[-0.40555555555555556],[1],[0],[0],[2.0081263000611216],['target'],166,0,166,0,348.7436764,,10,348.7225635,348.7436764,348.7436764,0.0726114,350.7315629,[-0.044444444444444446],[-0.40555555555555556],[1],[0],[0],[2.0081263000611216],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
167,0,167,[-0.1259259259259259],[0.12129629629629629],[1],[0],[0],[2.2045344000216573],['target'],167,0,167,0,350.8444183,,10,350.8080845,350.8444183,350.8444183,0.0760984,353.0134977,[-0.1259259259259259],[0.12129629629629629],[1],[0],[0],[2.2045344000216573],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
168,0,168,[0.11388888888888889],[-0.2324074074074074],[1],[0],[0],[1.6833304000319913],['target'],168,0,168,0,353.1960058,,10,353.177347,353.1960058,353.1960058,0.1632501,354.8614998,[0.11388888888888889],[-0.2324074074074074],[1],[0],[0],[1.6833304000319913],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
169,0,169,[-0.012962962962962963],[0.3333333333333333],[1],[0],[0],[2.590895300032571],['target'],169,0,169,0,354.9702914,,10,354.9343184,354.9702914,354.9702914,0.0724293,357.526063,[-0.012962962962962963],[0.3333333333333333],[1],[0],[0],[2.590895300032571],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
170,0,170,[-0.05648148148148148],[0.09907407407407408],[1],[0],[0],[1.1094612000742927],['target'],170,0,170,0,357.5855698,,5,357.5639794,357.5855698,357.5855698,0.0374722,358.674334,[-0.05648148148148148],[0.09907407407407408],[1],[0],[0],[1.1094612000742927],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
171,0,171,[-0.18333333333333332],[0.021296296296296296],[1],[0],[0],[1.1894249999895692],['target'],171,0,171,0,358.73579,,5,358.7158978,358.73579,358.73579,0.0411459,359.9061956,[-0.18333333333333332],[0.021296296296296296],[1],[0],[0],[1.1894249999895692],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
172,0,172,[0.18425925925925926],[0.49722222222222223],[1],[0],[0],[1.6255650999955833],['target'],172,0,172,0,359.9666549,,5,359.9454994,359.9666549,359.9666549,0.0389471,361.5719424,[0.18425925925925926],[0.49722222222222223],[1],[0],[0],[1.6255650999955833],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
173,0,173,[-0.049074074074074076],[-0.21388888888888888],[1],[0],[0],[1.3186387000605464],['target'],173,0,173,0,361.6857299,,10,361.650336,361.6857299,361.6857299,0.0780662,362.9697755,[-0.049074074074074076],[-0.21388888888888888],[1],[0],[0],[1.3186387000605464],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
174,0,174,[0.38425925925925924],[0.3296296296296296],[1],[0],[0],[1.477550300071016],['target'],174,0,174,0,363.0279967,,5,363.0081932,363.0279967,363.0279967,0.0380447,364.486664,[0.38425925925925924],[0.3296296296296296],[1],[0],[0],[1.477550300071016],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
175,0,175,[0.09351851851851851],[0.3648148148148148],[1],[0],[0],[1.6233531000325456],['target'],175,0,175,0,364.5466992,,5,364.5271462,364.5466992,364.5466992,0.040051,366.1513494,[0.09351851851851851],[0.3648148148148148],[1],[0],[0],[1.6233531000325456],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
176,0,176,[-0.15185185185185185],[-0.39351851851851855],[1],[0],[0],[1.4921583000104874],['target'],176,0,176,0,366.2118951,,5,366.1905456,366.2118951,366.2118951,0.038849,367.6835881,[-0.15185185185185185],[-0.39351851851851855],[1],[0],[0],[1.4921583000104874],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
177,0,177,[0.4462962962962963],[0.03981481481481482],[1],[0],[0],[1.5551862999564037],['target'],177,0,177,0,367.7932473,,10,367.7595572,367.7932473,367.7932473,0.0755985,369.3155363,[0.4462962962962963],[0.03981481481481482],[1],[0],[0],[1.5551862999564037],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
178,0,178,[-0.42685185185185187],[-0.13055555555555556],[1],[0],[0],[1.5932511000428349],['target'],178,0,178,0,369.3742797,,5,369.3537632,369.3742797,369.3742797,0.0379088,370.9478789,[-0.42685185185185187],[-0.13055555555555556],[1],[0],[0],[1.5932511000428349],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
179,0,179,[0.4722222222222222],[-0.0787037037037037],[1],[0],[0],[1.485789900063537],['target'],179,0,179,0,371.0489503,,10,371.0258531,371.0489503,371.0489503,0.0775722,372.5125553,[0.4722222222222222],[-0.0787037037037037],[1],[0],[0],[1.485789900063537],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
180,0,180,[-0.4203703703703704],[0.35185185185185186],[1],[0],[0],[1.34275360009633],['target'],180,0,180,0,372.5737857,,5,372.5514564,372.5737857,372.5737857,0.0384764,373.8950738,[-0.4203703703703704],[0.35185185185185186],[1],[0],[0],[1.34275360009633],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
181,0,181,[-0.35555555555555557],[0.07777777777777778],[1],[0],[0],[1.340223899926059],['target'],181,0,181,0,373.9915687,,10,373.9686986,373.9915687,373.9915687,0.0732017,375.3097648,[-0.35555555555555557],[0.07777777777777778],[1],[0],[0],[1.340223899926059],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
182,0,182,[-0.3962962962962963],[0.03611111111111111],[1],[0],[0],[1.114039900014177],['target'],182,0,182,0,375.36705,,5,375.3458222,375.36705,375.36705,0.0356733,376.4608023,[-0.3962962962962963],[0.03611111111111111],[1],[0],[0],[1.114039900014177],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
183,0,183,[0.17962962962962964],[0.1175925925925926],[1],[0],[0],[1.3066267999820411],['target'],183,0,183,0,376.5587353,,10,376.5335873,376.5587353,376.5587353,0.0723685,377.8410501,[0.17962962962962964],[0.1175925925925926],[1],[0],[0],[1.3066267999820411],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
184,0,184,[-0.45],[-0.2175925925925926],[1],[0],[0],[1.3109861999982968],['target'],184,0,184,0,377.89824,,5,377.878713,377.89824,377.89824,0.0371702,379.190622,[-0.45],[-0.2175925925925926],[1],[0],[0],[1.3109861999982968],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
185,0,185,[0.462037037037037],[-0.43148148148148147],[1],[0],[0],[2.2020123000256717],['target'],185,0,185,0,379.3018766,,10,379.2677454,379.3018766,379.3018766,0.0768066,381.4705965,[0.462037037037037],[-0.43148148148148147],[1],[0],[0],[2.2020123000256717],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
186,0,186,[0.09074074074074075],[0.13518518518518519],[1],[0],[0],[1.6608384000137448],['target'],186,0,186,0,381.5293841,,5,381.5084747,381.5293841,381.5293841,0.0373794,383.170209,[0.09074074074074075],[0.13518518518518519],[1],[0],[0],[1.6608384000137448],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
187,0,187,[0.08611111111111111],[0.5],[1],[0],[0],[2.6864785999059677],['target'],187,0,187,0,383.27839,,5,383.2470962,383.27839,383.27839,0.0765655,385.9344519,[0.08611111111111111],[0.5],[1],[0],[0],[2.6864785999059677],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
188,0,188,[0.1962962962962963],[0.005555555555555556],[1],[0],[0],[1.7552591999992728],['target'],188,0,188,0,386.0335236,,10,386.0101205,386.0335236,386.0335236,0.0752195,387.7662984,[0.1962962962962963],[0.005555555555555556],[1],[0],[0],[1.7552591999992728],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
189,0,189,[-0.08333333333333333],[-0.14722222222222223],[1],[0],[0],[1.2046164999483153],['target'],189,0,189,0,387.8775003,,10,387.8423774,387.8775003,387.8775003,0.0756692,389.0478635,[-0.08333333333333333],[-0.14722222222222223],[1],[0],[0],[1.2046164999483153],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
190,0,190,[0.11018518518518519],[0.13425925925925927],[1],[0],[0],[1.3758237999863923],['target'],190,0,190,0,389.1078089,,5,389.0871512,389.1078089,389.1078089,0.038859,390.4638588,[0.11018518518518519],[0.13425925925925927],[1],[0],[0],[1.3758237999863923],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
191,0,191,[-0.12962962962962962],[0.14907407407407408],[1],[0],[0],[1.4557545999996364],['target'],191,0,191,0,390.5740685,,10,390.5384272,390.5740685,390.5740685,0.0742341,391.9951584,[-0.12962962962962962],[0.14907407407407408],[1],[0],[0],[1.4557545999996364],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
192,0,192,[-0.38981481481481484],[0.15092592592592594],[1],[0],[0],[1.3098625999409705],['target'],192,0,192,0,392.0531286,,5,392.0334221,392.0531286,392.0531286,0.0375663,393.3441653,[-0.38981481481481484],[0.15092592592592594],[1],[0],[0],[1.3098625999409705],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
193,0,193,[0.03981481481481482],[-0.27870370370370373],[1],[0],[0],[1.7322970000095665],['target'],193,0,193,0,393.4600816,,10,393.4256041,393.4600816,393.4600816,0.0810999,395.1587687,[0.03981481481481482],[-0.27870370370370373],[1],[0],[0],[1.7322970000095665],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
194,0,194,[0.24259259259259258],[-0.3314814814814815],[1],[0],[0],[2.040243100025691],['target'],194,0,194,0,395.2559725,,10,395.233238,395.2559725,395.2559725,0.0741052,397.2743344,[0.24259259259259258],[-0.3314814814814815],[1],[0],[0],[2.040243100025691],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
195,0,195,[-0.6175925925925926],[0.08981481481481482],[1],[0],[0],[0.9795226000715047],[Target],195,0,195,0,397.3298856,,5,397.3102023,397.3298856,397.3298856,0.0354758,398.2907705,[-0.6175925925925926],[0.08981481481481482],[1],[0],[0],[0.9795226000715047],[None],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
196,0,196,[-0.42777777777777776],[0.24814814814814815],[1],[0],[0],[1.4210787999909371],['target'],196,0,196,0,398.3995464,,10,398.366641,398.3995464,398.3995464,0.0754486,399.7886189,[-0.42777777777777776],[0.24814814814814815],[1],[0],[0],[1.4210787999909371],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
197,0,197,[-0.4861111111111111],[-0.26666666666666666],[1],[0],[0],[1.508994200034067],['target'],197,0,197,0,399.8492214,,5,399.8281068,399.8492214,399.8492214,0.039073,401.3380205,[-0.4861111111111111],[-0.26666666666666666],[1],[0],[0],[1.508994200034067],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
198,0,198,[0.44814814814814813],[0.48518518518518516],[1],[0],[0],[2.7357468999689445],['target'],198,0,198,0,401.450678,,10,401.4143207,401.450678,401.450678,0.0758986,404.15089,[0.44814814814814813],[0.48518518518518516],[1],[0],[0],[2.7357468999689445],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
199,0,199,[0.1388888888888889],[0.25277777777777777],[1],[0],[0],[1.2288131000241265],['target'],199,0,199,0,404.2072431,,5,404.1869904,404.2072431,404.2072431,0.0357699,405.4166697,[0.1388888888888889],[0.25277777777777777],[1],[0],[0],[1.2288131000241265],['target'],1,1,2025-09-30_11h25.40.414,Visual search main code,2024.2.4,60.06940416,2025-09-30 11h26.00.579474 +0530
