pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,sequential.thisRepN,sequential.thisTrialN,sequential.thisN,sequential.thisIndex,fullRandom.thisRepN,fullRandom.thisTrialN,fullRandom.thisN,fullRandom.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,sequential.key_resp.keys,sequential.key_resp.corr,sequential.key_resp.rt,sequential.key_resp.duration,fullRandom.key_resp.keys,fullRandom.key_resp.corr,fullRandom.key_resp.rt,fullRandom.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.6714716999558732,None,2,2,10,2,,,,,38.70978539995849,,38.696378999971785,38.70978539995849,39.70908099994995,39.70908099994995,39.70908099994995,39.70908099994995,39.70908099994995,40.70816279994324,40.70816279994324,41.392953499918804,c,1,0.6714716999558732,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,11,3,2,z,1,0.6562045000027865,None,2,3,11,3,,,,,41.40758749993984,,41.393681499990635,41.40758749993984,42.40679919999093,42.40679919999093,42.40679919999093,42.40679919999093,42.40679919999093,43.40601459995378,43.40601459995378,44.0745555999456,z,1,0.6562045000027865,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,12,0,3,x,1,0.5518394000828266,None,3,0,12,0,,,,,44.08851039991714,,44.075405000010505,44.08851039991714,45.0875821999507,45.0875821999507,45.0875821999507,45.0875821999507,45.0875821999507,46.08687009999994,46.08687009999994,46.6552768999245,x,1,0.5518394000828266,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,13,1,3,v,1,0.4523397999582812,None,3,1,13,1,,,,,46.66951479995623,,46.65606359997764,46.66951479995623,47.66870649997145,47.66870649997145,47.66870649997145,47.66870649997145,47.66870649997145,48.667990599991754,48.667990599991754,49.136212099925615,v,1,0.4523397999582812,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,14,2,3,c,1,1.3520465000765398,None,3,2,14,2,,,,,49.15083609998692,,49.136935799964704,49.15083609998692,50.149977599969134,50.149977599969134,50.149977599969134,50.149977599969134,50.16666799993254,51.148996499949135,51.148996499949135,52.51681229996029,c,1,1.3520465000765398,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,15,3,3,z,1,0.6253576000453904,None,3,3,15,3,,,,,52.53110269992612,,52.517618399928324,52.53110269992612,53.53036989993416,53.53036989993416,53.53036989993416,53.53036989993416,53.53036989993416,54.52944650000427,54.52944650000427,55.16443669993896,z,1,0.6253576000453904,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,16,0,4,x,1,0.6652511999709532,None,4,0,16,0,,,,,55.1788698999444,,55.16517649998423,55.1788698999444,56.17796969995834,56.17796969995834,56.17796969995834,56.17796969995834,56.17796969995834,57.17698119999841,57.17698119999841,57.845751699991524,x,1,0.6652511999709532,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,17,1,4,v,1,0.42603840003721416,None,4,1,17,1,,,,,57.85980129998643,,57.84656009997707,57.85980129998643,58.85900099994615,58.85900099994615,58.85900099994615,58.85900099994615,58.85900099994615,59.8581260999199,59.8581260999199,60.29310010001063,v,1,0.42603840003721416,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,18,2,4,c,1,0.45997019996866584,None,4,2,18,2,,,,,60.30777939991094,,60.29383009998128,60.30777939991094,61.30680999998003,61.30680999998003,61.30680999998003,61.30680999998003,61.30680999998003,62.30612530000508,62.30612530000508,62.77485179994255,c,1,0.45997019996866584,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,19,3,4,z,1,0.9324819999746978,None,4,3,19,3,,,,,62.78889989992604,,62.77571919991169,62.78889989992604,63.787969299941324,63.787969299941324,63.787969299941324,63.787969299941324,63.787969299941324,64.78718969994225,64.78718969994225,65.72216010000557,z,1,0.9324819999746978,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,20,0,5,c,0,0.8419381999410689,None,5,0,20,0,,,,,65.73632089991588,,65.72292919992469,65.73632089991588,66.73545809998177,66.73545809998177,66.73545809998177,66.73545809998177,66.73545809998177,67.73471789993346,67.73471789993346,68.58597699995153,c,0,0.8419381999410689,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,21,1,5,v,1,1.311694600037299,None,5,1,21,1,,,,,68.60051579994615,,68.58670549991075,68.60051579994615,69.59963169996627,69.59963169996627,69.59963169996627,69.59963169996627,69.59963169996627,70.59897479997016,70.59897479997016,71.91655869991519,v,1,1.311694600037299,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,22,2,5,c,1,1.205141100101173,None,5,2,22,2,,,,,71.93089189997409,,71.91734669997822,71.93089189997409,72.93024649994913,72.93024649994913,72.93024649994913,72.93024649994913,72.93024649994913,73.92909260001034,73.92909260001034,75.14715039997827,c,1,1.205141100101173,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,23,3,5,z,1,1.0618778000352904,None,5,3,23,3,,,,,75.16153559996746,,75.14785559999291,75.16153559996746,76.16060679999646,76.16060679999646,76.16060679999646,76.16060679999646,76.16060679999646,77.15972140000667,77.15972140000667,78.22750209993683,z,1,1.0618778000352904,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,24,0,6,x,1,0.782234099926427,None,6,0,24,0,,,,,78.24205020000227,,78.22824389999732,78.24205020000227,79.24122379999608,79.24122379999608,79.24122379999608,79.24122379999608,79.24122379999608,80.24030429997947,80.24030429997947,81.0254879000131,x,1,0.782234099926427,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,25,1,6,v,1,0.6456343000754714,None,6,1,25,1,,,,,81.0396639999235,,81.02625709993299,81.0396639999235,82.0389149999246,82.0389149999246,82.0389149999246,82.0389149999246,82.0389149999246,83.03804659994785,83.03804659994785,83.68929519993253,v,1,0.6456343000754714,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,26,2,6,c,1,0.9842093999031931,None,6,2,26,2,,,,,83.70394189993385,,83.69001949997619,83.70394189993385,84.70317609992344,84.70317609992344,84.70317609992344,84.70317609992344,84.70317609992344,85.70219999994151,85.70219999994151,86.7035598999355,c,1,0.9842093999031931,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,27,3,6,z,1,0.8984195999801159,None,6,3,27,3,,,,,86.71818279998843,,86.70434789999854,86.71818279998843,87.71719250001479,87.71719250001479,87.71719250001479,87.71719250001479,87.71719250001479,88.71632519993,88.71632519993,89.6179734999314,z,1,0.8984195999801159,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,28,0,7,x,1,0.9778095999499783,None,7,0,28,0,,,,,89.63215889991261,,89.61873719992582,89.63215889991261,90.63142989994958,90.63142989994958,90.63142989994958,90.63142989994958,90.63142989994958,91.63043649995234,91.63043649995234,92.61504469998181,x,1,0.9778095999499783,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,29,1,7,v,1,0.6288794000865892,None,7,1,29,1,,,,,92.6295651999535,,92.6157755999593,92.6295651999535,93.62866559997201,93.62866559997201,93.62866559997201,93.62866559997201,93.62866559997201,94.62787119997665,94.62787119997665,95.26285579998512,v,1,0.6288794000865892,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,30,2,7,c,1,0.6660631999839097,None,7,2,30,2,,,,,95.27712049998809,,95.26375059993006,95.27712049998809,96.27648489992134,96.27648489992134,96.27648489992134,96.27648489992134,96.27648489992134,97.2754593999125,97.2754593999125,97.94405649998225,c,1,0.6660631999839097,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,31,3,7,z,1,0.9424328999593854,None,7,3,31,3,,,,,97.95832269999664,,97.9448596999282,97.95832269999664,98.95742539991625,98.95742539991625,98.95742539991625,98.95742539991625,98.97392259992193,99.95648189994972,99.95648189994972,100.90797449997626,z,1,0.9424328999593854,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,32,0,8,x,1,1.2040454999078065,None,8,0,32,0,,,,,100.92229309992399,,100.90870149992406,100.92229309992399,101.92140210000798,101.92140210000798,101.92140210000798,101.92140210000798,101.92140210000798,102.92058789997827,102.92058789997827,104.13773550000042,x,1,1.2040454999078065,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,33,1,8,v,1,0.537389799952507,None,8,1,33,1,,,,,104.15250149997883,,104.1387103999732,104.15250149997883,105.1521064999979,105.1521064999979,105.1521064999979,105.1521064999979,105.1521064999979,106.15101229993161,106.15101229993161,106.70279909996316,v,1,0.537389799952507,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,34,2,8,c,1,0.5369588000467047,None,8,2,34,2,,,,,106.71717109996825,,106.7038387999637,106.71717109996825,107.7165864999406,107.7165864999406,107.7165864999406,107.7165864999406,107.7165864999406,108.71551569993608,108.71551569993608,109.26734189991839,c,1,0.5369588000467047,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,35,3,8,z,1,0.6536464999662712,None,8,3,35,3,,,,,109.28168349992484,,109.26806339994073,109.28168349992484,110.28088719991501,110.28088719991501,110.28088719991501,110.28088719991501,110.28088719991501,111.28009999997448,111.28009999997448,111.94863259990234,z,1,0.6536464999662712,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,36,0,9,x,1,0.5153014999814332,None,9,0,36,0,,,,,111.96272720000707,,111.94952639995608,111.96272720000707,112.9619473000057,112.9619473000057,112.9619473000057,112.9619473000057,112.97845139994752,113.96108059992548,113.96108059992548,114.47936969995499,x,1,0.5153014999814332,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,37,1,9,v,1,0.7272834000177681,None,9,1,37,1,,,,,114.49373519991059,,114.48012959992047,114.49373519991059,115.49296850000974,115.49296850000974,115.49296850000974,115.49296850000974,115.49296850000974,116.49205999996047,116.49205999996047,117.2268726999173,v,1,0.7272834000177681,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,38,2,9,c,1,0.4686686999630183,None,9,2,38,2,,,,,117.24137239996344,,117.22757290001027,117.24137239996344,118.2407098999247,118.2407098999247,118.2407098999247,118.2407098999247,118.2407098999247,119.23977049998939,119.23977049998939,119.72474649990909,c,1,0.4686686999630183,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,39,3,9,z,1,0.6699592999648303,None,9,3,39,3,,,,,119.73920469998848,,119.72558309999295,119.73920469998848,120.73842939990573,120.73842939990573,120.73842939990573,120.73842939990573,120.73842939990573,121.73737769993022,121.73737769993022,122.4223111999454,z,1,0.6699592999648303,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,40,0,10,x,1,0.7667162999277934,None,10,0,40,0,,,,,122.4368805999402,,122.42304379993584,122.4368805999402,123.43597150000278,123.43597150000278,123.43597150000278,123.43597150000278,123.43597150000278,124.43509319995064,124.43509319995064,125.20418249990325,x,1,0.7667162999277934,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,41,1,10,v,1,0.45469639997463673,None,10,1,41,1,,,,,125.21766580000985,,125.20490859996062,125.21766580000985,126.21692979999352,126.21692979999352,126.21692979999352,126.21692979999352,126.21692979999352,127.21610169997439,127.21610169997439,127.68492399994284,v,1,0.45469639997463673,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,42,2,10,c,1,0.7007070999825373,None,10,2,42,2,,,,,127.69896529999096,,127.6857103999937,127.69896529999096,128.69803149998188,128.69803149998188,128.69803149998188,128.69803149998188,128.69803149998188,129.69724689994473,129.69724689994473,130.40040109993424,c,1,0.7007070999825373,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,43,3,10,z,1,1.039263500017114,None,10,3,43,3,,,,,130.4131933999015,,130.4011151000159,130.4131933999015,131.41241739992984,131.41241739992984,131.41241739992984,131.41241739992984,131.41241739992984,132.41146699991077,132.41146699991077,133.46279609994963,z,1,1.039263500017114,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,44,0,11,x,1,0.6438321000896394,None,11,0,44,0,,,,,133.47711039998103,,133.46352749993093,133.47711039998103,134.47637599997688,134.47637599997688,134.47637599997688,134.47637599997688,134.47637599997688,135.47553809999954,135.47553809999954,136.12711569992825,x,1,0.6438321000896394,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,45,1,11,v,1,0.5666817999444902,None,11,1,45,1,,,,,136.14161239995155,,136.12783000001218,136.14161239995155,137.14072129991837,137.14072129991837,137.14072129991837,137.14072129991837,137.14072129991837,138.13984969991725,138.13984969991725,138.70899019995704,v,1,0.5666817999444902,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,46,2,11,c,1,0.6842145000118762,None,11,2,46,2,,,,,138.7225587000139,,138.70972569996957,138.7225587000139,139.72163799998816,139.72163799998816,139.72163799998816,139.72163799998816,139.72163799998816,140.72077999997418,140.72077999997418,141.42233919992577,c,1,0.6842145000118762,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,47,3,11,z,1,1.0364555000560358,None,11,3,47,3,,,,,141.43691589997616,,141.4230606999481,141.43691589997616,142.43603909993544,142.43603909993544,142.43603909993544,142.43603909993544,142.43603909993544,143.4351884999778,143.4351884999778,144.48643849999644,z,1,1.0364555000560358,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,48,0,12,x,1,0.9731346000917256,None,12,0,48,0,,,,,144.50096979993396,,144.48721679998562,144.50096979993396,145.50009759992827,145.50009759992827,145.50009759992827,145.50009759992827,145.50009759992827,146.49916239990853,146.49916239990853,147.48387479991652,x,1,0.9731346000917256,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,49,1,12,v,1,0.6867694000247866,None,12,1,49,1,,,,,147.4982204999542,,147.48460849991534,147.4982204999542,148.49741830001585,148.49741830001585,148.49741830001585,148.49741830001585,148.49741830001585,149.4965275999857,149.4965275999857,150.19816169992555,v,1,0.6867694000247866,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,50,2,12,c,1,0.6873241000575945,None,12,2,50,2,,,,,150.21253359992988,,150.19889849994797,150.21253359992988,151.21175279992167,151.21175279992167,151.21175279992167,151.21175279992167,151.21175279992167,152.2109014999587,152.2109014999587,152.91239249997307,c,1,0.6873241000575945,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,51,3,12,z,1,0.538085600011982,None,12,3,51,3,,,,,152.926837899955,,152.91312519996427,152.926837899955,153.92605429992545,153.92605429992545,153.92605429992545,153.92605429992545,153.92605429992545,154.92511079995893,154.92511079995893,155.4768413999118,z,1,0.538085600011982,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,52,0,13,x,1,0.6309657000238076,None,13,0,52,0,,,,,155.49154590000398,,155.47769460000563,155.49154590000398,156.49050309997983,156.49050309997983,156.49050309997983,156.49050309997983,156.50717130000703,157.4895114999963,157.4895114999963,158.12487900000997,x,1,0.6309657000238076,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,53,1,13,v,1,0.371709999977611,None,13,1,53,1,,,,,158.13902979996055,,158.12562099995557,158.13902979996055,159.13824509992264,159.13824509992264,159.13824509992264,159.13824509992264,159.13824509992264,160.13733249995857,160.13733249995857,160.52264999994077,v,1,0.371709999977611,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,54,2,13,c,1,0.5343206999823451,None,13,2,54,2,,,,,160.53692119999323,,160.52342469990253,160.53692119999323,161.53612469998188,161.53612469998188,161.53612469998188,161.53612469998188,161.53612469998188,162.5351872999454,162.5351872999454,163.08676859992556,c,1,0.5343206999823451,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,55,3,13,z,1,0.2990679000504315,None,13,3,55,3,,,,,163.10161199991126,,163.0878134999657,163.10161199991126,164.10068239993416,164.10068239993416,164.10068239993416,164.10068239993416,164.11720979993697,165.0998952999944,165.0998952999944,165.401992399944,z,1,0.2990679000504315,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,56,0,14,x,1,0.6899441999848932,None,14,0,56,0,,,,,165.41591759992298,,165.40274489996955,165.41591759992298,166.41527599992696,166.41527599992696,166.41527599992696,166.41527599992696,166.41527599992696,167.41434739995748,167.41434739995748,168.1161771999905,x,1,0.6899441999848932,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,57,1,14,v,1,0.31794460001401603,None,14,1,57,1,,,,,168.13045569998212,,168.11692989990115,168.13045569998212,169.12949620001018,169.12949620001018,169.12949620001018,169.12949620001018,169.1461120999884,170.12860419997014,170.12860419997014,170.46394809999038,v,1,0.31794460001401603,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
50,c,58,2,14,c,1,0.29393409995827824,None,14,2,58,2,,,,,170.47830209997483,,170.46474999992643,170.47830209997483,171.4775696999859,171.4775696999859,171.4775696999859,171.4775696999859,171.4775696999859,172.4764470999362,172.4764470999362,172.7784234000137,c,1,0.29393409995827824,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-150,z,59,3,14,z,1,0.4353509000502527,None,14,3,59,3,,,,,172.79284259991255,,172.779160499922,172.79284259991255,173.7920085999649,173.7920085999649,173.7920085999649,173.7920085999649,173.7920085999649,174.7914103999501,174.7914103999501,175.24310299998615,z,1,0.4353509000502527,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
-50,x,60,0,15,c,0,0.953981899889186,None,15,0,60,0,,,,,175.25747289997526,,175.24384249991272,175.25747289997526,176.2565695999656,176.2565695999656,176.2565695999656,176.2565695999656,176.2565695999656,177.2557131999638,177.2557131999638,178.223867099965,c,0,0.953981899889186,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
150,v,61,1,15,v,1,1.669312300044112,None,15,1,61,1,,,,,178.23828469996806,,178.22459579992574,178.23828469996806,179.23738509998657,179.23738509998657,179.23738509998657,179.23738509998657,179.23738509998657,180.23637089994736,180.23637089994736,181.92033150000498,v,1,1.669312300044112,None,,,,,0004,001,2025-10-02_17h20.19.174,Motor Seq Learning main code,2024.2.4,60.064316884776936,2025-10-02 17h20.36.006195 +0530,
