study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
mouse,10,10,0,1.0296296296296297,0.9264620000030845,,,,,,,,,,,,0,10,10,8,,,,,9.147646100027487,,9.1366709000431,9.147646100027487,9.147646100027487,10.079205800080672,1.0296296296296297,0.9264620000030845,,,,,,,,,,,,,,,,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
cruise,11,11,0,1.0296296296296297,1.1626511998474598,,,,,,,,,,,,0,11,11,11,,,,,10.094457400031388,,10.083536700112745,10.094457400031388,10.094457400031388,11.261903800070286,1.0296296296296297,1.1626511998474598,,,,,,,,,,,,,,,,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
cushion,12,12,0,1.0296296296296297,0.7467247000895441,,,,,,,,,,,,0,12,12,1,,,,,11.277666500071064,,11.265908300178126,11.277666500071064,11.277666500071064,12.028432500083,1.0296296296296297,0.7467247000895441,,,,,,,,,,,,,,,,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
case,13,13,0,1.0296296296296297,0.8776106000877917,,,,,,,,,,,,0,13,13,10,,,,,12.04992420016788,,12.034732799977064,12.04992420016788,12.04992420016788,12.926849500043318,1.0296296296296297,0.8776106000877917,,,,,,,,,,,,,,,,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
marble,14,14,0,1.0444444444444445,0.7452977001667023,,,,,,,,,,,,0,14,14,3,,,,,12.942439300008118,,12.931692100130022,12.942439300008118,12.942439300008118,13.692648899974301,1.0444444444444445,0.7452977001667023,,,,,,,,,,,,,,,,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,0,0,0,,,c_s_io_,cushion,old,cushion,[0.14629629629629629],[-0.2833333333333333],[1],[0],[0],[5.32666530017741],['submit_text'],,,,,0,0,0,14,13.725949600106105,,,,,,,,13.712182700168341,13.725949600106105,13.725949600106105,13.725949600106105,0.019534599967300892,19.039881400065497,cushion,[0.14629629629629629],[-0.2833333333333333],[1],[0],[0],[5.32666530017741],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,1,1,0,,,_o_rd,board,old,board,[0.1287037037037037],[-0.29444444444444445],[1],[0],[0],[4.30335840000771],['submit_text'],,,,,0,1,1,10,19.06970400013961,,,,,,,,19.046860500006005,19.06970400013961,19.06970400013961,19.06970400013961,0.0067004000302404165,23.351244100136682,board,[0.1287037037037037],[-0.29444444444444445],[1],[0],[0],[4.30335840000771],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,2,2,0,,,k_i_e,knife,new,knife,[0.11851851851851852],[-0.3],[1],[0],[0],[6.8222328999545425],['submit_text'],,,,,0,2,2,28,23.36924140015617,,,,,,,,23.35587600013241,23.36924140015617,23.36924140015617,23.36924140015617,0.004429099848493934,30.178937300108373,knife,[0.11851851851851852],[-0.3],[1],[0],[0],[6.8222328999545425],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,3,3,0,,,t_hi_t,tshirt,old,tshirt,[0.11851851851851852],[-0.3],[1],[0],[0],[4.04033979983069],['submit_text'],,,,,0,3,3,2,30.198262199992314,,,,,,,,30.183847000123933,30.198262199992314,30.198262199992314,30.198262199992314,0.004689499968662858,34.2251385001,tshirt,[0.11851851851851852],[-0.3],[1],[0],[0],[4.04033979983069],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,4,4,0,,,P_s_r_,pastry,old,,[0.11851851851851852],[-0.3],[1],[0],[0],[5.222391200019047],['submit_text'],,,,,0,4,4,4,34.24229439999908,,,,,,,,34.23082730011083,34.24229439999908,34.24229439999908,34.24229439999908,0.005539900157600641,39.45401220000349,,[0.11851851851851852],[-0.3],[1],[0],[0],[5.222391200019047],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,5,5,0,,,_o_se,mouse,old,mouse,[0.11851851851851852],[-0.3],[1],[0],[0],[5.789285399951041],['submit_text'],,,,,0,5,5,3,39.47320230002515,,,,,,,,39.45877440017648,39.47320230002515,39.47320230002515,39.47320230002515,0.004504400072619319,45.24891180009581,mouse,[0.11851851851851852],[-0.3],[1],[0],[0],[5.789285399951041],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,6,6,0,,,_a_bl_,marble,old,marble,[0.11851851851851852],[-0.3],[1],[0],[0],[6.471998800057918],['submit_text'],,,,,0,6,6,11,45.270761399995536,,,,,,,,45.25389950000681,45.270761399995536,45.270761399995536,45.270761399995536,0.004786000121384859,51.72696580016054,marble,[0.11851851851851852],[-0.3],[1],[0],[0],[6.471998800057918],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,7,7,0,,,_ha_t,chart,old,,[0.05092592592592592],[-0.2916666666666667],[1],[0],[0],[7.571326700039208],['submit_text'],,,,,0,7,7,1,51.752892500022426,,,,,,,,51.73385119996965,51.752892500022426,51.752892500022426,51.752892500022426,0.006607000017538667,59.306255200179294,,[0.05092592592592592],[-0.2916666666666667],[1],[0],[0],[7.571326700039208],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,8,8,0,,,p_r_l_,purple,new,purple,[0.05092592592592592],[-0.2916666666666667],[1],[0],[0],[4.319657200016081],['submit_text'],,,,,0,8,8,24,59.331713899970055,,,,,,,,59.312029000138864,59.331713899970055,59.331713899970055,59.331713899970055,0.005469100084155798,63.63269200013019,purple,[0.05092592592592592],[-0.2916666666666667],[1],[0],[0],[4.319657200016081],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,9,9,0,,,s_up,soup,new,soup,[0.05092592592592592],[-0.2916666666666667],[1],[0],[0],[4.525501300115138],['submit_text'],,,,,0,9,9,29,63.649375200038776,,,,,,,,63.63621380017139,63.649375200038776,63.649375200038776,63.649375200038776,0.0033537999261170626,68.162575900089,soup,[0.05092592592592592],[-0.2916666666666667],[1],[0],[0],[4.525501300115138],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,10,10,0,,,o_ra_g_,orange,new,"orange
",[0.053703703703703705],[-0.3],[1],[0],[0],[12.877007599920034],['submit_text'],,,,,0,10,10,23,68.19345250003971,,,,,,,,68.1729878000915,68.19345250003971,68.19345250003971,68.19345250003971,0.01008420018479228,81.05104120005853,"orange
",[0.053703703703703705],[-0.3],[1],[0],[0],[12.877007599920034],['submit_text'],78.20219580014236,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,11,11,0,,,_lo_e,glove,new,,[0.05648148148148148],[-0.29259259259259257],[1],[0],[0],[3.410082299960777],['submit_text'],,,,,0,11,11,26,81.06671870010905,,,,,,,,81.05436250008643,81.06671870010905,81.06671870010905,81.06671870010905,0.0031682001426815987,84.46521300007589,,[0.05648148148148148],[-0.29259259259259257],[1],[0],[0],[3.410082299960777],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,12,12,0,,,v_s_,vase,new,vase,[0.05462962962962963],[-0.28703703703703703],[1],[0],[0],[3.1407248000614345],['submit_text'],,,,,0,12,12,17,84.48104090010747,,,,,,,,84.47016440005973,84.48104090010747,84.48104090010747,84.48104090010747,0.004798299865797162,87.61177760013379,vase,[0.05462962962962963],[-0.28703703703703703],[1],[0],[0],[3.1407248000614345],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,13,13,0,,,_p_le,apple,new,,[0.05925925925925926],[-0.2824074074074074],[1],[0],[0],[4.106722600059584],['submit_text'],,,,,0,13,13,27,87.63048649998382,,,,,,,,87.61687120003626,87.63048649998382,87.63048649998382,87.63048649998382,0.004874000092968345,91.72441960009746,,[0.05925925925925926],[-0.2824074074074074],[1],[0],[0],[4.106722600059584],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,14,14,0,,,c_s_,case,old,case,[0.05925925925925926],[-0.2824074074074074],[1],[0],[0],[2.1275571000296623],['submit_text'],,,,,0,14,14,5,91.74164750007913,,,,,,,,91.72785370005295,91.74164750007913,91.74164750007913,91.74164750007913,0.0031812998931854963,93.85620440007187,case,[0.05925925925925926],[-0.2824074074074074],[1],[0],[0],[2.1275571000296623],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,15,15,0,,,p_li_e,police,old,police,[0.05925925925925926],[-0.2824074074074074],[1],[0],[0],[3.4257126001175493],['submit_text'],,,,,0,15,15,7,93.87175810011104,,,,,,,,93.86008869996294,93.87175810011104,93.87175810011104,93.87175810011104,0.003735699923709035,97.28664140007459,police,[0.05925925925925926],[-0.2824074074074074],[1],[0],[0],[3.4257126001175493],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,16,16,0,,,h_n_,hand,new,hand,"[0.10648148148148148, -0.013888888888888888]","[-0.3351851851851852, -0.2777777777777778]","[1, 1]","[0, 0]","[0, 0]","[4.758186100050807, 5.591028700117022]","[None, 'submit_text']",,,,,0,16,16,22,97.30459320009686,,,,,,,,97.29024989996105,97.30459320009686,97.30459320009686,97.30459320009686,0.0033793000038713217,102.88223310001194,hand,"[0.10648148148148148, -0.013888888888888888]","[-0.3351851851851852, -0.2777777777777778]","[1, 1]","[0, 0]","[0, 0]","[4.758186100050807, 5.591028700117022]","[None, 'submit_text']",,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,17,17,0,,,_u_rd,guard,new,guard,[-0.03611111111111111],[-0.29814814814814816],[1],[0],[0],[10.750561899971217],['submit_text'],,,,,0,17,17,20,102.90319590014406,,,,,,,,102.88733580010012,102.90319590014406,102.90319590014406,102.90319590014406,0.004793300060555339,113.63888810016215,guard,[-0.03611111111111111],[-0.29814814814814816],[1],[0],[0],[10.750561899971217],['submit_text'],112.90489360014908,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,18,18,0,,,bo_t_e,bottle ,new,bottle,[-0.03611111111111111],[-0.29814814814814816],[1],[0],[0],[3.706173700047657],['submit_text'],,,,,0,18,18,18,113.6614878999535,,,,,,,,113.64494520006701,113.6614878999535,113.6614878999535,113.6614878999535,0.005839099874719977,117.35204869997688,bottle,[-0.03611111111111111],[-0.29814814814814816],[1],[0],[0],[3.706173700047657],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,19,19,0,,,ta_l_,table,new,,[-0.013888888888888888],[-0.2935185185185185],[1],[0],[0],[4.158813499845564],['submit_text'],,,,,0,19,19,15,117.36922280001454,,,,,,,,117.35603300016373,117.36922280001454,117.36922280001454,117.36922280001454,0.0038138998206704855,121.51581100001931,,[-0.013888888888888888],[-0.2935185185185185],[1],[0],[0],[4.158813499845564],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,20,20,0,,,_oo_,book,old,book,[-0.013888888888888888],[-0.2935185185185185],[1],[0],[0],[2.6583892998751253],['submit_text'],,,,,0,20,20,13,121.53476930013858,,,,,,,,121.52052689995617,121.53476930013858,121.53476930013858,121.53476930013858,0.004475800087675452,124.17976610013284,book,[-0.013888888888888888],[-0.2935185185185185],[1],[0],[0],[2.6583892998751253],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,21,21,0,,,s_ra_g_t,straight,new,straight,[-0.000925925925925926],[-0.29907407407407405],[1],[0],[0],[4.924210299970582],['submit_text'],,,,,0,21,21,21,124.1967301000841,,,,,,,,124.18402920011431,124.1967301000841,124.1967301000841,124.1967301000841,0.004040699917823076,129.1092733000405,straight,[-0.000925925925925926],[-0.29907407407407405],[1],[0],[0],[4.924210299970582],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,22,22,0,,,p_nc_l,pencil,new,pencil,[0.06666666666666667],[-0.27870370370370373],[1],[0],[0],[3.3410475000273436],['submit_text'],,,,,0,22,22,16,129.1289953000378,,,,,,,,129.1143022000324,129.1289953000378,129.1289953000378,129.1289953000378,0.004807299934327602,132.4565203001257,pencil,[0.06666666666666667],[-0.27870370370370373],[1],[0],[0],[3.3410475000273436],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,23,23,0,,,_r_i_e,cruise,old,,[0.022222222222222223],[-0.2916666666666667],[1],[0],[0],[3.556726099923253],['submit_text'],,,,,0,23,23,6,132.47581370011903,,,,,,,,132.46141039999202,132.47581370011903,132.47581370011903,132.47581370011903,0.004673900082707405,136.01908090012148,,[0.022222222222222223],[-0.2916666666666667],[1],[0],[0],[3.556726099923253],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,24,24,0,,,c_m_ra,camera,new,camera,[0.022222222222222223],[-0.2916666666666667],[1],[0],[0],[2.592755699995905],['submit_text'],,,,,0,24,24,19,136.03821020014584,,,,,,,,136.02372170006856,136.03821020014584,136.03821020014584,136.03821020014584,0.004486300051212311,138.61748280003667,camera,[0.022222222222222223],[-0.2916666666666667],[1],[0],[0],[2.592755699995905],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,25,25,0,,,_ho_e,phone,old,,[0.022222222222222223],[-0.2916666666666667],[1],[0],[0],[5.706687999889255],['submit_text'],,,,,0,25,25,12,138.6334496999625,,,,,,,,138.62127710017376,138.6334496999625,138.6334496999625,138.6334496999625,0.0035967000294476748,144.3289769999683,,[0.022222222222222223],[-0.2916666666666667],[1],[0],[0],[5.706687999889255],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,26,26,0,,,_eh_c_e,vehicle,new,,[0.007407407407407408],[-0.30092592592592593],[1],[0],[0],[2.6925480000209063],['submit_text'],,,,,0,26,26,25,144.34577180002816,,,,,,,,144.33297860017046,144.34577180002816,144.34577180002816,144.34577180002816,0.0038395000156015158,147.02659290004522,,[0.007407407407407408],[-0.30092592592592593],[1],[0],[0],[2.6925480000209063],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,27,27,0,,,p_st_r,poster,old,poster,[0.007407407407407408],[-0.30092592592592593],[1],[0],[0],[2.40885390015319],['submit_text'],,,,,0,27,27,9,147.04504540003836,,,,,,,,147.03148360014893,147.04504540003836,147.04504540003836,147.04504540003836,0.004671999951824546,149.44145120005123,poster,[0.007407407407407408],[-0.30092592592592593],[1],[0],[0],[2.40885390015319],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,28,28,0,,,k_y_,keys,old,keys,[0.007407407407407408],[-0.30092592592592593],[1],[0],[0],[2.5254933999385685],['submit_text'],,,,,0,28,28,8,149.46167920017615,,,,,,,,149.44596140016802,149.46167920017615,149.46167920017615,149.46167920017615,0.004284500144422054,151.9724457000848,keys,[0.007407407407407408],[-0.30092592592592593],[1],[0],[0],[2.5254933999385685],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
,29,29,0,,,l_pt_p,laptop,old,laptop,[0.007407407407407408],[-0.30092592592592593],[1],[0],[0],[2.959228100022301],['submit_text'],,,,,0,29,29,0,151.989355500089,,,,,,,,151.9763929999899,151.989355500089,151.989355500089,151.989355500089,0.0037849999498575926,154.93673099996522,laptop,[0.007407407407407408],[-0.30092592592592593],[1],[0],[0],[2.959228100022301],['submit_text'],,0002,001,2025-10-16_11h39.53.341,Word_PrimingExp,2024.2.4,59.927751083369785,2025-10-16 11h40.15.562563 +0530,
